tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,pair,tf,period,k,atr_period,direction,total_n
296,143,143,10,0.5,0.4420513851930699,0.5579486148069301,127,77,42,8,0.6470588235294118,0.5611959068303216,0.732921740228502,EUR_NZD,H4,100,1.0,14,long,423
281,125,151,5,0.4528985507246377,0.394171805969428,0.5116252954798474,121,73,39,9,0.6517857142857143,0.5635543954414399,0.7400170331299887,EUR_NZD,H4,100,1.5,14,long,402
254,104,142,8,0.42276422764227645,0.36103167256670293,0.48449678271784996,110,66,37,7,0.6407766990291263,0.5481208021800287,0.7334325958782238,EUR_NZD,H4,100,2.0,14,long,364
223,83,136,4,0.3789954337899543,0.3147416955846757,0.44324917199523295,96,46,38,12,0.5476190476190477,0.4411783146751712,0.6540597805629241,EUR_NZD,H4,100,2.5,14,long,319
297,141,149,7,0.4862068965517241,0.4286812160272843,0.5437325770761638,128,68,53,7,0.5619834710743802,0.4735797782154316,0.6503871639333287,EUR_NZD,H4,100,1.0,14,short,425
277,135,133,9,0.503731343283582,0.4438699825088172,0.5635927040583468,119,49,67,3,0.4224137931034483,0.33252521122112694,0.5123023749857697,EUR_NZD,H4,100,1.5,14,short,396
260,133,116,11,0.5341365461847389,0.47217648102491105,0.5960966113445668,112,47,62,3,0.43119266055045874,0.33821874998353935,0.5241665711173782,EUR_NZD,H4,100,2.0,14,short,372
236,120,103,13,0.5381165919282511,0.47268190751835004,0.6035512763381522,102,48,51,3,0.48484848484848486,0.3864000114266021,0.5832969582703676,EUR_NZD,H4,100,2.5,14,short,338
192,85,104,3,0.4497354497354497,0.3788120578170481,0.5206588416538513,83,48,28,7,0.631578947368421,0.5231275087627179,0.7400303859741242,EUR_NZD,H4,200,1.0,14,long,275
193,81,111,1,0.421875,0.3520182740661064,0.4917317259338936,84,42,27,15,0.6086956521739131,0.4935390180524639,0.7238522862953622,EUR_NZD,H4,200,1.5,14,long,277
193,79,107,7,0.42473118279569894,0.35369295973711057,0.4957694058542873,84,43,27,14,0.6142857142857143,0.5002541397109501,0.7283172888604785,EUR_NZD,H4,200,2.0,14,long,277
175,57,108,10,0.34545454545454546,0.2728975215836772,0.4180115693254137,75,36,33,6,0.5217391304347826,0.4038725576848761,0.639605703184689,EUR_NZD,H4,200,2.5,14,long,250
210,78,129,3,0.37681159420289856,0.3107965817312791,0.442826606674518,90,35,50,5,0.4117647058823529,0.3071369989748742,0.5163924127898317,EUR_NZD,H4,200,1.0,14,short,300
210,84,120,6,0.4117647058823529,0.3442278114815969,0.4793016002831089,91,32,50,9,0.3902439024390244,0.28466058970404917,0.49582721517399964,EUR_NZD,H4,200,1.5,14,short,301
210,96,110,4,0.46601941747572817,0.397897447289056,0.5341413876624004,90,26,55,9,0.32098765432098764,0.21931677918702192,0.42265852945495336,EUR_NZD,H4,200,2.0,14,short,300
205,103,97,5,0.515,0.4457347258721948,0.5842652741278052,89,21,62,6,0.25301204819277107,0.1594834500597132,0.3465406463258289,EUR_NZD,H4,200,2.5,14,short,294
454,93,127,234,0.42272727272727273,0.35744949143625465,0.4880050540182908,195,36,18,141,0.6666666666666666,0.5409326080431481,0.7924007252901851,EUR_CZK,H4,20,1.0,14,long,649
285,56,92,137,0.3783783783783784,0.30024233326847505,0.45651442348828175,123,23,10,90,0.696969696969697,0.5401686061757061,0.853770787763688,EUR_CZK,H4,20,1.5,14,long,408
175,50,44,81,0.5319148936170213,0.4310417323595832,0.6327880548744593,75,14,5,56,0.7368421052631579,0.5388377742023904,0.9348464363239253,EUR_CZK,H4,20,2.0,14,long,250
84,20,22,42,0.47619047619047616,0.32514473869744126,0.627236213683511,36,6,5,25,0.5454545454545454,0.2511969573207727,0.8397121335883182,EUR_CZK,H4,20,2.5,14,long,120
406,118,91,197,0.5645933014354066,0.4973733271489578,0.6318132757218555,175,24,44,107,0.35294117647058826,0.23935521425636447,0.46652713868481205,EUR_CZK,H4,20,1.0,14,short,581
273,76,67,130,0.5314685314685315,0.44967928393908424,0.6132577789979786,117,13,30,74,0.3023255813953488,0.16505240232500956,0.4395987604656881,EUR_CZK,H4,20,1.5,14,short,390
148,44,46,58,0.4888888888888889,0.3856133282435368,0.592164449534241,64,13,15,36,0.4642857142857143,0.2795561822666026,0.649015246304826,EUR_CZK,H4,20,2.0,14,short,212
78,22,30,26,0.4230769230769231,0.2887933082441275,0.5573605379097186,34,8,10,16,0.4444444444444444,0.21488651059518432,0.6740023782937046,EUR_CZK,H4,20,2.5,14,short,112
359,64,110,185,0.367816091954023,0.2961657069270516,0.4394664769809944,154,39,17,98,0.6964285714285714,0.5759996504834761,0.8168574923736667,EUR_CZK,H4,50,1.0,14,long,513
312,69,96,147,0.41818181818181815,0.3429172946007025,0.4934463417629338,134,20,21,93,0.4878048780487805,0.33480012175345375,0.6408096343441072,EUR_CZK,H4,50,1.5,14,long,446
237,55,65,117,0.4583333333333333,0.36918315313368577,0.5474835135329809,103,17,8,78,0.68,0.49714134857765147,0.8628586514223486,EUR_CZK,H4,50,2.0,14,long,340
201,40,53,108,0.43010752688172044,0.32948398989931854,0.5307310638641223,87,17,7,63,0.7083333333333334,0.5264835912281995,0.8901830754384672,EUR_CZK,H4,50,2.5,14,long,288
312,83,64,165,0.564625850340136,0.4844748213214211,0.644776879358851,135,22,18,95,0.55,0.3958250993189878,0.7041749006810123,EUR_CZK,H4,50,1.0,14,short,447
262,58,62,142,0.48333333333333334,0.3939216968381839,0.5727449698284828,113,16,29,68,0.35555555555555557,0.21569466444780505,0.4954164466633061,EUR_CZK,H4,50,1.5,14,short,375
196,47,55,94,0.46078431372549017,0.36404876768979827,0.5575198597611821,84,19,19,46,0.5,0.3410230072918527,0.6589769927081472,EUR_CZK,H4,50,2.0,14,short,280
135,43,38,54,0.5308641975308642,0.42218296146623,0.6395454335954984,58,8,16,34,0.3333333333333333,0.14473224539805557,0.521934421268611,EUR_CZK,H4,50,2.5,14,short,193
289,52,87,150,0.37410071942446044,0.2936564394004866,0.4545449994484343,124,18,9,97,0.6666666666666666,0.48885185570907297,0.8444814776242603,EUR_CZK,H4,100,1.0,14,long,413
265,52,72,141,0.41935483870967744,0.3325005108725485,0.5062091665468064,114,14,11,89,0.56,0.36541631723086343,0.7545836827691367,EUR_CZK,H4,100,1.5,14,long,379
222,35,62,125,0.36082474226804123,0.26525325667258143,0.45639622786350104,96,25,7,64,0.78125,0.6380146781625601,0.9244853218374399,EUR_CZK,H4,100,2.0,14,long,318
193,27,69,97,0.28125,0.19130942717202098,0.371190572827979,84,16,6,62,0.7272727272727273,0.5411678878146358,0.9133775667308188,EUR_CZK,H4,100,2.5,14,long,277
261,56,52,153,0.5185185185185185,0.42428267476018955,0.6127543622768474,112,13,24,75,0.35135135135135137,0.19752498468146648,0.5051777180212362,EUR_CZK,H4,100,1.0,14,short,373
205,44,34,127,0.5641025641025641,0.4540551190503905,0.6741500091547377,89,19,20,50,0.48717948717948717,0.33030549125404296,0.6440534831049314,EUR_CZK,H4,100,1.5,14,short,294
172,39,42,91,0.48148148148148145,0.372667301959116,0.5902956610038469,74,15,13,46,0.5357142857142857,0.350984753695174,0.7204438177333974,EUR_CZK,H4,100,2.0,14,short,246
161,39,40,82,0.4936708860759494,0.38342110554832587,0.6039206666035729,70,14,13,43,0.5185185185185185,0.3300468310018606,0.7069902060351764,EUR_CZK,H4,100,2.5,14,short,231
203,26,59,118,0.3058823529411765,0.20792425076371257,0.4038404551186404,87,14,12,61,0.5384615384615384,0.3468371904257853,0.7300858864972916,EUR_CZK,H4,200,1.0,14,long,290
202,30,68,104,0.30612244897959184,0.21487262370718435,0.39737227425199934,87,13,7,67,0.65,0.4409588557245249,0.8590411442754751,EUR_CZK,H4,200,1.5,14,long,289
186,22,53,111,0.29333333333333333,0.19029152980644393,0.39637513686022274,80,15,4,61,0.7894736842105263,0.6061572946724494,0.9727900737486033,EUR_CZK,H4,200,2.0,14,long,266
156,15,47,94,0.24193548387096775,0.13533403790344273,0.34853692983849277,68,17,6,45,0.7391304347826086,0.5596717819652766,0.9185890875999407,EUR_CZK,H4,200,2.5,14,long,224
172,37,33,102,0.5285714285714286,0.4116304178010406,0.6455124393418166,75,6,19,50,0.24,0.07258341300814902,0.40741658699185096,EUR_CZK,H4,200,1.0,14,short,247
154,25,38,91,0.3968253968253968,0.2760142380824332,0.5176365555683604,66,10,14,42,0.4166666666666667,0.21942292762131047,0.6139104057120229,EUR_CZK,H4,200,1.5,14,short,220
137,27,41,69,0.39705882352941174,0.280762358845638,0.5133552882131854,60,12,14,34,0.46153846153846156,0.26991411350270844,0.6531628095742147,EUR_CZK,H4,200,2.0,14,short,197
150,30,44,76,0.40540540540540543,0.29354008848207336,0.5172707223287375,65,17,16,32,0.5151515151515151,0.3446337572572199,0.6856692730458104,EUR_CZK,H4,200,2.5,14,short,215
525,238,285,2,0.45506692160611856,0.41238790081647914,0.497745942395758,225,125,95,5,0.5681818181818182,0.5027274162076871,0.6336362201559493,CAD_JPY,H4,20,1.0,14,long,750
403,183,218,2,0.456359102244389,0.4076070048945134,0.5051111995942646,173,101,70,2,0.5906432748538012,0.5169425748684695,0.6643439748391329,CAD_JPY,H4,20,1.5,14,long,576
287,138,147,2,0.4842105263157895,0.42618928820821217,0.5422317644233667,123,70,51,2,0.5785123966942148,0.4905266905402622,0.6664981028481675,CAD_JPY,H4,20,2.0,14,long,410
197,92,105,0,0.467005076142132,0.39733515879307857,0.5366749934911854,85,43,39,3,0.524390243902439,0.41629618517518524,0.6324843026296928,CAD_JPY,H4,20,2.5,14,long,282
539,257,275,7,0.4830827067669173,0.44061864513703514,0.5255467683967995,231,105,120,6,0.4666666666666667,0.40147868019487176,0.5318546531384616,CAD_JPY,H4,20,1.0,14,short,770
432,216,206,10,0.5118483412322274,0.4641560836726252,0.5595405987918297,186,98,84,4,0.5384615384615384,0.4660343427404683,0.6108887341826086,CAD_JPY,H4,20,1.5,14,short,618
312,147,159,6,0.4803921568627451,0.4244123802388362,0.536371933486654,135,66,66,3,0.5,0.41470194858170806,0.5852980514182919,CAD_JPY,H4,20,2.0,14,short,447
216,103,109,4,0.4858490566037736,0.4185693418850869,0.5531287713224603,93,50,40,3,0.5555555555555556,0.4528941265832865,0.6582169845278247,CAD_JPY,H4,20,2.5,14,short,309
357,161,195,1,0.45224719101123595,0.40054471782021983,0.5039496642022521,153,92,57,4,0.6174496644295302,0.5394113266643534,0.695488002194707,CAD_JPY,H4,50,1.0,14,long,510
322,143,177,2,0.446875,0.39240144034789104,0.501348559652109,138,70,66,2,0.5147058823529411,0.4307079305155053,0.598703834190377,CAD_JPY,H4,50,1.5,14,long,460
268,121,145,2,0.4548872180451128,0.39504463892176994,0.5147297971684556,116,68,45,3,0.6017699115044248,0.5115091237811706,0.692030699227679,CAD_JPY,H4,50,2.0,14,long,384
245,107,136,2,0.4403292181069959,0.3779114832583522,0.5027469529556395,106,55,49,2,0.5288461538461539,0.4329093055087598,0.6247830021835479,CAD_JPY,H4,50,2.5,14,long,351
384,199,179,6,0.5264550264550265,0.47611986971680625,0.5767901831932467,165,69,94,2,0.4233128834355828,0.34746156449474686,0.4991642023764188,CAD_JPY,H4,50,1.0,14,short,549
353,186,164,3,0.5314285714285715,0.47914895398544166,0.5837081888717013,152,71,75,6,0.4863013698630137,0.40522643774242184,0.5673763019836056,CAD_JPY,H4,50,1.5,14,short,505
345,170,170,5,0.5,0.4468520378344292,0.5531479621655707,149,82,64,3,0.5616438356164384,0.48115721356046914,0.6421304576724076,CAD_JPY,H4,50,2.0,14,short,494
307,161,140,6,0.5348837209302325,0.4785351010142964,0.5912323408461686,132,74,54,4,0.578125,0.492568333180256,0.663681666819744,CAD_JPY,H4,50,2.5,14,short,439
289,121,168,0,0.4186851211072664,0.3618055080571246,0.47556473415740824,124,69,53,2,0.5655737704918032,0.4776150697822204,0.6535324712013861,CAD_JPY,H4,100,1.0,14,long,413
261,106,154,1,0.4076923076923077,0.34795999327602445,0.4674246221085909,112,62,48,2,0.5636363636363636,0.47095690099824156,0.6563158262744856,CAD_JPY,H4,100,1.5,14,long,373
238,112,125,1,0.47257383966244726,0.4090118372905627,0.5361358420343318,103,52,46,5,0.5306122448979592,0.43180300795058446,0.629421481845334,CAD_JPY,H4,100,2.0,14,long,341
219,109,108,2,0.5023041474654378,0.4357781189991624,0.5688301759317133,94,50,41,3,0.5494505494505495,0.44722230250146444,0.6516787963996346,CAD_JPY,H4,100,2.5,14,long,313
263,137,124,2,0.524904214559387,0.4643190298188632,0.5854893992999107,114,38,76,0,0.3333333333333333,0.2467972193384171,0.4198694473282495,CAD_JPY,H4,100,1.0,14,short,377
262,134,123,5,0.5214007782101168,0.460326078368599,0.5824754780516345,113,47,64,2,0.42342342342342343,0.33150331686506246,0.5153435299817845,CAD_JPY,H4,100,1.5,14,short,375
248,123,114,11,0.5189873417721519,0.4553754174314784,0.5825992661128254,107,42,65,0,0.3925233644859813,0.2999978031953388,0.4850489257766238,CAD_JPY,H4,100,2.0,14,short,355
243,118,117,8,0.502127659574468,0.4382000872150547,0.5660552319338814,105,53,52,0,0.5047619047619047,0.40912803504496276,0.6003957744788467,CAD_JPY,H4,100,2.5,14,short,348
232,94,136,2,0.40869565217391307,0.3451628957021517,0.47222840864567445,100,54,39,7,0.5806451612903226,0.4803544221762218,0.6809359004044234,CAD_JPY,H4,200,1.0,14,long,332
238,109,129,0,0.4579831932773109,0.3946839176870614,0.5212824688675604,103,52,49,2,0.5148514851485149,0.41738086650840117,0.6123221037886286,CAD_JPY,H4,200,1.5,14,long,341
216,120,96,0,0.5555555555555556,0.4892878881043133,0.6218232230067979,93,54,39,0,0.5806451612903226,0.4803544221762218,0.6809359004044234,CAD_JPY,H4,200,2.0,14,long,309
179,104,75,0,0.5810055865921788,0.5087246408688164,0.6532865323155412,78,50,28,0,0.6410256410256411,0.5345676698946671,0.7474836121566151,CAD_JPY,H4,200,2.5,14,long,257
200,106,92,2,0.5353535353535354,0.46588228230777906,0.6048247883992917,87,39,47,1,0.45348837209302323,0.34827047274079564,0.5587062714452508,CAD_JPY,H4,200,1.0,14,short,287
190,91,98,1,0.48148148148148145,0.4102458794320881,0.5527170835308748,82,44,37,1,0.5432098765432098,0.4347283611424122,0.6516913919440075,CAD_JPY,H4,200,1.5,14,short,272
185,92,92,1,0.5,0.42775344148410044,0.5722465585158996,80,38,40,2,0.48717948717948717,0.37625282086877476,0.5981061534901996,CAD_JPY,H4,200,2.0,14,short,265
180,94,82,4,0.5340909090909091,0.46039253229790655,0.6077892858839116,78,29,44,5,0.3972602739726027,0.28500749060595515,0.5095130573392503,CAD_JPY,H4,200,2.5,14,short,258
564,244,287,33,0.4595103578154426,0.41712165257602657,0.5018990630548587,243,92,109,42,0.4577114427860697,0.3888352476359027,0.5265876379362366,CAD_CHF,H4,20,1.0,14,long,807
399,189,189,21,0.5,0.4495942390123833,0.5504057609876167,172,62,89,21,0.4105960264900662,0.33213002927988255,0.48906202370024987,CAD_CHF,H4,20,1.5,14,long,571
275,133,128,14,0.5095785440613027,0.4489291989612491,0.5702278891613561,119,50,64,5,0.43859649122807015,0.34750584491763203,0.5296871375385083,CAD_CHF,H4,20,2.0,14,long,394
165,85,76,4,0.5279503105590062,0.4508362599189646,0.6050643611990478,72,26,42,4,0.38235294117647056,0.2668470802515842,0.4978588021013569,CAD_CHF,H4,20,2.5,14,long,237
520,261,234,25,0.5272727272727272,0.4832905772761237,0.5712548772693308,223,139,64,20,0.6847290640394089,0.620813091483021,0.7486450365957968,CAD_CHF,H4,20,1.0,14,short,743
375,183,178,14,0.5069252077562327,0.4553512079232487,0.5584992075892168,162,92,56,14,0.6216216216216216,0.5434855765117182,0.699757666731525,CAD_CHF,H4,20,1.5,14,short,537
254,106,138,10,0.4344262295081967,0.3722300357720927,0.4966224232443007,110,64,37,9,0.6336633663366337,0.5396986386039557,0.7276280940693116,CAD_CHF,H4,20,2.0,14,short,364
147,71,72,4,0.4965034965034965,0.41455378335474713,0.5784532096522459,64,34,27,3,0.5573770491803278,0.43272981123102355,0.6820242871296321,CAD_CHF,H4,20,2.5,14,short,211
400,159,210,31,0.43089430894308944,0.38036716717614383,0.48142145071003506,172,58,78,36,0.4264705882352941,0.34334992365103956,0.5095912528195486,CAD_CHF,H4,50,1.0,14,long,572
344,149,170,25,0.4670846394984326,0.41233419597517823,0.5218350830216869,148,56,66,26,0.45901639344262296,0.37058991970269106,0.5474428671825549,CAD_CHF,H4,50,1.5,14,long,492
287,114,156,17,0.4222222222222222,0.36330732153022205,0.4811371229142224,123,46,62,15,0.42592592592592593,0.33266597153703514,0.5191858803148167,CAD_CHF,H4,50,2.0,14,long,410
236,106,119,11,0.4711111111111111,0.40588691914556585,0.5363353030766563,102,35,60,7,0.3684210526315789,0.27141913703958004,0.4654229682235778,CAD_CHF,H4,50,2.5,14,long,338
416,201,192,23,0.5114503816793893,0.4620288855204244,0.5608718778383541,179,99,66,14,0.6,0.5252485330031456,0.6747514669968544,CAD_CHF,H4,50,1.0,14,short,595
342,167,159,16,0.5122699386503068,0.4580091041108616,0.566530773189752,147,84,54,9,0.6086956521739131,0.5272676152880182,0.6901236890598079,CAD_CHF,H4,50,1.5,14,short,489
271,122,138,11,0.46923076923076923,0.40856893918886583,0.5298925992726726,117,81,34,2,0.7043478260869566,0.620942981243635,0.7877526709302781,CAD_CHF,H4,50,2.0,14,short,388
210,102,103,5,0.4975609756097561,0.4291156209797945,0.5660063302397177,91,54,33,4,0.6206896551724138,0.5187293698114492,0.7226499405333784,CAD_CHF,H4,50,2.5,14,short,301
298,123,151,24,0.4489051094890511,0.39001108175941734,0.5077991372186849,128,52,58,18,0.4727272727272727,0.37942704318598597,0.5660275022685595,CAD_CHF,H4,100,1.0,14,long,426
289,121,139,29,0.4653846153846154,0.40475341944720133,0.5260158113220295,125,52,50,23,0.5098039215686274,0.4127881174487346,0.6068197256885202,CAD_CHF,H4,100,1.5,14,long,414
270,114,136,20,0.456,0.39425981333361554,0.5177401866663845,116,56,47,13,0.5436893203883495,0.4474963852078534,0.6398822555688456,CAD_CHF,H4,100,2.0,14,long,386
239,104,115,20,0.4748858447488584,0.40874716993656524,0.5410245195611516,103,52,40,11,0.5652173913043478,0.4639181954464841,0.6665165871622114,CAD_CHF,H4,100,2.5,14,long,342
298,154,128,16,0.5460992907801419,0.48798970842119627,0.6042088731390874,128,72,46,10,0.6101694915254238,0.5221703927463708,0.6981685903044768,CAD_CHF,H4,100,1.0,14,short,426
290,154,126,10,0.55,0.4917273649128513,0.6082726350871488,125,70,46,9,0.603448275862069,0.5144263422157019,0.692470209508436,CAD_CHF,H4,100,1.5,14,short,415
