tr_n,tr_w,tr_l,tr_t,tr_wr,tr_ci_low,tr_ci_high,te_n,te_w,te_l,te_t,te_wr,te_ci_low,te_ci_high,pair,tf,period,k,atr_period,direction,total_n
187,72,77,38,0.48322147651006714,0.402981964360758,0.5634609886593763,81,21,33,27,0.3888888888888889,0.25886233608024334,0.5189154416975345,AUD_NZD,H4,200,2.0,14,short,268
172,61,71,40,0.4621212121212121,0.37706828464043657,0.5471741396019876,74,21,37,16,0.3620689655172414,0.23838181329805236,0.4857561177364304,AUD_NZD,H4,200,2.5,14,short,246
517,232,250,35,0.48132780082987553,0.4367211608724962,0.5259344407872549,222,110,89,23,0.5527638190954773,0.48368135775736754,0.6218462804335871,AUD_CAD,H4,20,1.0,14,long,739
399,176,195,28,0.4743935309973046,0.4235812318177486,0.5252058301768605,171,101,53,17,0.6558441558441559,0.5808074756076436,0.7308808360806682,AUD_CAD,H4,20,1.5,14,long,570
243,105,118,20,0.47085201793721976,0.40533797063046084,0.5363660652439787,105,62,35,8,0.6391752577319587,0.5436037721364989,0.7347467433274185,AUD_CAD,H4,20,2.0,14,long,348
156,62,80,14,0.43661971830985913,0.35504334512978536,0.5181960914899328,67,35,30,2,0.5384615384615384,0.4172676594739799,0.659655417449097,AUD_CAD,H4,20,2.5,14,long,223
552,252,278,22,0.47547169811320755,0.4329544707718775,0.5179889254545377,237,106,99,32,0.5170731707317073,0.4486669165645939,0.5854794248988208,AUD_CAD,H4,20,1.0,14,short,789
387,189,176,22,0.5178082191780822,0.46654522007464605,0.5690712182815183,166,70,71,25,0.49645390070921985,0.4139250880929607,0.578982713325479,AUD_CAD,H4,20,1.5,14,short,553
238,113,117,8,0.49130434782608695,0.42669483446517553,0.5559138611869984,103,49,38,16,0.5632183908045977,0.4589945602656623,0.667442221343533,AUD_CAD,H4,20,2.0,14,short,341
149,82,57,10,0.5899280575539568,0.5081610272307365,0.6716950878771771,65,31,22,12,0.5849056603773585,0.45224735221660195,0.717563968538115,AUD_CAD,H4,20,2.5,14,short,214
415,176,216,23,0.4489795918367347,0.3997404834378373,0.4982187002356321,179,85,79,15,0.5182926829268293,0.44181877078132265,0.594766595072336,AUD_CAD,H4,50,1.0,14,long,594
341,126,196,19,0.391304347826087,0.33799718458019135,0.4446115110719826,147,72,62,13,0.5373134328358209,0.45289039670250525,0.6217364689691365,AUD_CAD,H4,50,1.5,14,long,488
303,128,156,19,0.4507042253521127,0.39283524298818084,0.5085732077160445,131,78,41,12,0.6554621848739496,0.5700785068015428,0.7408458629463563,AUD_CAD,H4,50,2.0,14,long,434
247,111,114,22,0.49333333333333335,0.42800580766553736,0.5586608590011293,106,62,39,5,0.6138613861386139,0.5189098142006505,0.7088129580765772,AUD_CAD,H4,50,2.5,14,long,353
415,183,211,21,0.46446700507614214,0.4152201489077443,0.51371386124454,178,76,80,22,0.48717948717948717,0.4087424892167651,0.5656164851422093,AUD_CAD,H4,50,1.0,14,short,593
369,162,189,18,0.46153846153846156,0.40938491987389586,0.5136920032030272,159,72,62,25,0.5373134328358209,0.45289039670250525,0.6217364689691365,AUD_CAD,H4,50,1.5,14,short,528
298,138,150,10,0.4791666666666667,0.4214697622963302,0.5368635710370031,128,50,55,23,0.47619047619047616,0.3806607639228998,0.5717201884580525,AUD_CAD,H4,50,2.0,14,short,426
236,111,116,9,0.4889867841409692,0.4239576802266868,0.5540158880552516,102,42,46,14,0.4772727272727273,0.3729123539111189,0.5816331006343357,AUD_CAD,H4,50,2.5,14,short,338
287,107,166,14,0.39194139194139194,0.33403079606651026,0.4498519878162736,123,70,45,8,0.6086956521739131,0.5194957069423785,0.6978955974054477,AUD_CAD,H4,100,1.0,14,long,410
278,97,166,15,0.3688212927756654,0.31050869896358774,0.42713388658774304,120,62,56,2,0.5254237288135594,0.4353241172516714,0.6155233403754473,AUD_CAD,H4,100,1.5,14,long,398
284,108,166,10,0.39416058394160586,0.33629822315714075,0.45202294472607096,122,64,53,5,0.5470085470085471,0.4568088246964643,0.6372082693206298,AUD_CAD,H4,100,2.0,14,long,406
275,103,152,20,0.403921568627451,0.34369526531279426,0.4641478719421077,118,63,47,8,0.5727272727272728,0.4802816723408622,0.6651728731136832,AUD_CAD,H4,100,2.5,14,long,393
291,127,152,12,0.4551971326164875,0.39676208249327044,0.5136321827397046,126,36,70,20,0.33962264150943394,0.24946603763042702,0.42977924538844087,AUD_CAD,H4,100,1.0,14,short,417
296,123,155,18,0.44244604316546765,0.3840602368451396,0.5008318494857956,127,50,58,19,0.46296296296296297,0.36892148691330207,0.5570044390126239,AUD_CAD,H4,100,1.5,14,short,423
256,97,141,18,0.40756302521008403,0.3451340710858396,0.46999197933432846,110,58,37,15,0.6105263157894737,0.5124677533193183,0.7085848782596291,AUD_CAD,H4,100,2.0,14,short,366
246,86,144,16,0.3739130434782609,0.3113821277087425,0.43644395924777923,106,60,39,7,0.6060606060606061,0.5098082856346849,0.7023129264865272,AUD_CAD,H4,100,2.5,14,short,352
235,74,153,8,0.32599118942731276,0.26501239122512504,0.38696998762950047,102,55,42,5,0.5670103092783505,0.46840405541261254,0.6656165631440885,AUD_CAD,H4,200,1.0,14,long,337
240,67,159,14,0.29646017699115046,0.2369173601744008,0.3560029938079001,103,56,42,5,0.5714285714285714,0.47344898171724425,0.6694081611398985,AUD_CAD,H4,200,1.5,14,long,343
222,62,143,17,0.3024390243902439,0.23956241082416196,0.3653156379563258,96,51,43,2,0.5425531914893617,0.4418406381192571,0.6432657448594662,AUD_CAD,H4,200,2.0,14,long,318
237,89,131,17,0.40454545454545454,0.33968907504093504,0.46940183404997404,103,52,47,4,0.5252525252525253,0.4268845164729556,0.6236205340320949,AUD_CAD,H4,200,2.5,14,long,340
198,77,101,20,0.43258426966292135,0.35980090686176136,0.5053676324640813,85,19,43,23,0.3064516129032258,0.19169451274003857,0.42120871306641305,AUD_CAD,H4,200,1.0,14,short,283
189,69,100,20,0.40828402366863903,0.33417850354429024,0.4823895437929878,82,25,28,29,0.4716981132075472,0.33730058327822676,0.6060956431368676,AUD_CAD,H4,200,1.5,14,short,271
178,74,93,11,0.4431137724550898,0.367771502840001,0.5184560420701786,77,34,29,14,0.5396825396825397,0.4166036117680886,0.6627614675969907,AUD_CAD,H4,200,2.0,14,short,255
184,89,81,14,0.5235294117647059,0.44845011397466505,0.5986087095547468,80,46,28,6,0.6216216216216216,0.5111205669170003,0.732122676326243,AUD_CAD,H4,200,2.5,14,short,264
560,290,242,28,0.5451127819548872,0.5027976884530789,0.5874278754566955,241,85,135,21,0.38636363636363635,0.3220210673223402,0.4507062054049325,EUR_AUD,H4,20,1.0,14,long,801
403,194,191,18,0.5038961038961038,0.45395219546392773,0.55384001232828,174,75,84,15,0.4716981132075472,0.39410366312443323,0.5492925632906611,EUR_AUD,H4,20,1.5,14,long,577
272,130,137,5,0.4868913857677903,0.4269369750065531,0.5468457965290275,117,61,46,10,0.5700934579439252,0.47628883584905135,0.663898080038799,EUR_AUD,H4,20,2.0,14,long,389
149,73,70,6,0.5104895104895105,0.4285558297605857,0.5924231912184353,65,30,27,8,0.5263157894736842,0.39669152732867524,0.6559400516186931,EUR_AUD,H4,20,2.5,14,long,214
503,233,238,32,0.49469214437367304,0.4495386724329452,0.5398456163144009,216,100,97,19,0.5076142131979695,0.4378002007263133,0.5774282256696257,EUR_AUD,H4,20,1.0,14,short,719
378,179,182,17,0.49584487534626037,0.44426770903592366,0.5474220416565971,163,72,75,16,0.4897959183673469,0.4089837148031701,0.5706081219315238,EUR_AUD,H4,20,1.5,14,short,541
297,135,147,15,0.4787234042553192,0.42041811416077074,0.5370286943498677,128,61,57,10,0.5169491525423728,0.4267846884481105,0.6071136166366351,EUR_AUD,H4,20,2.0,14,short,425
182,85,83,14,0.5059523809523809,0.43034909741600613,0.5815556644887557,79,28,47,4,0.37333333333333335,0.2638640888109731,0.4828025778556936,EUR_AUD,H4,20,2.5,14,short,261
396,212,161,23,0.5683646112600537,0.5180986847303564,0.618630537789751,171,52,97,22,0.348993288590604,0.2724575623231916,0.4255290148580164,EUR_AUD,H4,50,1.0,14,long,567
372,198,164,10,0.5469613259668509,0.4956813592407471,0.5982412926929547,160,48,90,22,0.34782608695652173,0.26836045981952106,0.4272917140935224,EUR_AUD,H4,50,1.5,14,long,532
323,181,137,5,0.5691823899371069,0.5147553190547242,0.6236094608194896,139,53,71,15,0.4274193548387097,0.34034492231668134,0.514493787360738,EUR_AUD,H4,50,2.0,14,long,462
253,126,120,7,0.5121951219512195,0.4497311917608124,0.5746590521416266,109,40,59,10,0.40404040404040403,0.30737762409598834,0.5007031839848197,EUR_AUD,H4,50,2.5,14,long,362
368,171,170,27,0.501466275659824,0.44839652847218026,0.5545360228474678,158,64,78,16,0.4507042253521127,0.36886512565231083,0.5325433250519146,EUR_AUD,H4,50,1.0,14,short,526
320,162,142,16,0.5328947368421053,0.4768096527462378,0.5889798209379729,138,61,65,12,0.48412698412698413,0.3968656498122241,0.5713883184417442,EUR_AUD,H4,50,1.5,14,short,458
297,147,136,14,0.519434628975265,0.46122369872933755,0.5776455592211925,128,69,47,12,0.5948275862068966,0.5054882828065022,0.684166889607291,EUR_AUD,H4,50,2.0,14,short,425
254,120,112,22,0.5172413793103449,0.452939490758169,0.5815432678625206,109,56,46,7,0.5490196078431373,0.4524526070742416,0.645586608612033,EUR_AUD,H4,50,2.5,14,short,363
305,165,132,8,0.5555555555555556,0.49904229886827467,0.6120688122428365,131,57,49,25,0.5377358490566038,0.44282131036264283,0.6326503877505647,EUR_AUD,H4,100,1.0,14,long,436
257,143,108,6,0.5697211155378487,0.5084683945812734,0.630973836494424,111,43,59,9,0.4215686274509804,0.325735414816923,0.5174018400850379,EUR_AUD,H4,100,1.5,14,long,368
237,124,109,4,0.5321888412017167,0.46812008670130156,0.5962575957021319,102,39,49,14,0.4431818181818182,0.33939017043500525,0.5469734659286312,EUR_AUD,H4,100,2.0,14,long,339
241,116,120,5,0.4915254237288136,0.4277420209719562,0.555308826485671,104,39,54,11,0.41935483870967744,0.3190640995955766,0.5196455778237783,EUR_AUD,H4,100,2.5,14,long,345
282,139,137,6,0.5036231884057971,0.44463566917140124,0.5626107076401929,122,53,58,11,0.4774774774774775,0.3845544106577302,0.5704005442972248,EUR_AUD,H4,100,1.0,14,short,404
272,133,120,19,0.525691699604743,0.464161016994349,0.5872223822151371,117,59,47,11,0.5566037735849056,0.4620296755097272,0.6511778716600841,EUR_AUD,H4,100,1.5,14,short,389
238,106,110,22,0.49074074074074076,0.4240716211775746,0.5574098603039069,103,57,42,4,0.5757575757575758,0.4784009860821117,0.6731141654330399,EUR_AUD,H4,100,2.0,14,short,341
237,106,107,24,0.49765258215962443,0.43050482862676265,0.5648003356924862,103,55,46,2,0.5445544554455446,0.4474287309742931,0.641680179916796,EUR_AUD,H4,100,2.5,14,short,340
184,89,92,3,0.49171270718232046,0.4188798871146852,0.5645455272499557,80,31,44,5,0.41333333333333333,0.3018855688541505,0.5247810978125161,EUR_AUD,H4,200,1.0,14,long,264
194,102,88,4,0.5368421052631579,0.4659387002566133,0.6077455102697025,84,37,43,4,0.4625,0.3532412617911044,0.5717587382088957,EUR_AUD,H4,200,1.5,14,long,278
191,106,78,7,0.5760869565217391,0.5046818007653416,0.6474921122781366,82,37,44,1,0.4567901234567901,0.34830860805599245,0.5652716388575878,EUR_AUD,H4,200,2.0,14,long,273
184,93,79,12,0.5406976744186046,0.46622131812600454,0.6151740307112047,79,42,30,7,0.5833333333333334,0.46945460749952866,0.6972120591671381,EUR_AUD,H4,200,2.5,14,long,263
213,90,102,21,0.46875,0.3981628627488513,0.5393371372511486,92,53,34,5,0.6091954022988506,0.5066645456935379,0.7117262589041633,EUR_AUD,H4,200,1.0,14,short,305
205,90,96,19,0.4838709677419355,0.4120512777339196,0.5556906577499514,89,49,36,4,0.5764705882352941,0.4714252041904013,0.6815159722801869,EUR_AUD,H4,200,1.5,14,short,294
207,95,91,21,0.510752688172043,0.4389122200093878,0.5825931563346982,90,44,38,8,0.5365853658536586,0.4286525694252527,0.6445181622820645,EUR_AUD,H4,200,2.0,14,short,297
186,97,73,16,0.5705882352941176,0.4961784611232222,0.644998009465013,80,35,36,9,0.49295774647887325,0.37666468041418233,0.6092508125435642,EUR_AUD,H4,200,2.5,14,short,266
506,233,224,49,0.5098468271334792,0.46401325133406196,0.5556804029328963,217,96,78,43,0.5517241379310345,0.47782912715603815,0.6256191487060307,EUR_CAD,H4,20,1.0,14,long,723
400,195,166,39,0.5401662049861495,0.48875395409819056,0.5915784558741085,172,74,64,34,0.5362318840579711,0.4530280596867779,0.6194357084291642,EUR_CAD,H4,20,1.5,14,long,572
277,116,134,27,0.464,0.40218022043390966,0.5258197795660904,119,57,36,26,0.6129032258064516,0.5139066149634017,0.7118998366495015,EUR_CAD,H4,20,2.0,14,long,396
177,87,76,14,0.5337423312883436,0.45715779498090403,0.6103268675957831,76,35,22,19,0.6140350877192983,0.48765194504547227,0.7404182303931243,EUR_CAD,H4,20,2.5,14,long,253
542,246,254,42,0.492,0.44817867784742227,0.5358213221525777,233,84,92,57,0.4772727272727273,0.40347879958157407,0.5510666549638805,EUR_CAD,H4,20,1.0,14,short,775
412,196,182,34,0.5185185185185185,0.46814734124748614,0.5688896957895508,177,59,65,53,0.47580645161290325,0.3879029394080027,0.5637099638178038,EUR_CAD,H4,20,1.5,14,short,589
289,149,120,20,0.5539033457249071,0.4944999312662478,0.6133067601835663,125,43,54,28,0.44329896907216493,0.3444369268289119,0.5421610113154179,EUR_CAD,H4,20,2.0,14,short,414
189,102,78,9,0.5666666666666667,0.4942739789518988,0.6390593543814345,82,25,42,15,0.373134328358209,0.2573263402479185,0.48894231646849945,EUR_CAD,H4,20,2.5,14,short,271
408,207,158,43,0.5671232876712329,0.5162920726398653,0.6179545027026004,175,71,66,38,0.5182481751824818,0.43457690483559797,0.6019194455293656,EUR_CAD,H4,50,1.0,14,long,583
350,191,133,26,0.5895061728395061,0.5359411788947216,0.6430711667842907,150,63,55,32,0.5338983050847458,0.4438895655697426,0.623907044599749,EUR_CAD,H4,50,1.5,14,long,500
294,142,122,30,0.5378787878787878,0.4777372860973638,0.5980202896602118,127,57,40,30,0.5876288659793815,0.48966500497057175,0.6855927269881912,EUR_CAD,H4,50,2.0,14,long,421
236,107,98,31,0.5219512195121951,0.45357104474144205,0.5903313942829482,102,48,36,18,0.5714285714285714,0.4655985189859878,0.677258623871155,EUR_CAD,H4,50,2.5,14,long,338
405,188,181,36,0.5094850948509485,0.4584775131125939,0.5604926765893031,174,52,80,42,0.3939393939393939,0.3105824392773464,0.47729634860144143,EUR_CAD,H4,50,1.0,14,short,579
340,166,148,26,0.5286624203821656,0.47344876491048865,0.5838760758538425,146,46,63,37,0.42201834862385323,0.3293000369201046,0.5147366603276019,EUR_CAD,H4,50,1.5,14,short,486
294,145,124,25,0.5390334572490706,0.47946415747874765,0.5986027570193935,126,52,41,33,0.5591397849462365,0.45823186622772033,0.6600477036647527,EUR_CAD,H4,50,2.0,14,short,420
244,127,94,23,0.5746606334841629,0.5094777680495343,0.6398434989187914,106,33,46,27,0.4177215189873418,0.3089659962466471,0.5264770417280364,EUR_CAD,H4,50,2.5,14,short,350
310,144,134,32,0.5179856115107914,0.4592471560187488,0.5767240670028339,133,61,35,37,0.6354166666666666,0.539133988607066,0.7316993447262673,EUR_CAD,H4,100,1.0,14,long,443
280,148,106,26,0.5826771653543307,0.5220329632023433,0.6433213675063181,120,55,23,42,0.7051282051282052,0.6039331176701036,0.8063232925863068,EUR_CAD,H4,100,1.5,14,long,400
242,126,99,17,0.56,0.49513877241028786,0.6248612275897123,104,48,27,29,0.64,0.53136577334928,0.74863422665072,EUR_CAD,H4,100,2.0,14,long,346
213,103,88,22,0.5392670157068062,0.468575715612039,0.6099583158015736,92,44,24,24,0.6470588235294118,0.533472861315188,0.7606447857436356,EUR_CAD,H4,100,2.5,14,long,305
308,142,134,32,0.5144927536231884,0.45552847093494975,0.573457036311427,132,56,55,21,0.5045045045045045,0.41149079575117253,0.5975182132578364,EUR_CAD,H4,100,1.0,14,short,440
277,134,116,27,0.536,0.4741802204339097,0.5978197795660903,120,48,51,21,0.48484848484848486,0.3864000114266021,0.5832969582703676,EUR_CAD,H4,100,1.5,14,short,397
256,113,119,24,0.4870689655172414,0.42275033386139627,0.5513875971730865,110,47,44,19,0.5164835164835165,0.41380744348095166,0.6191595894860814,EUR_CAD,H4,100,2.0,14,short,366
233,114,100,19,0.5327102803738317,0.4658623698492233,0.5995581908984402,100,44,40,16,0.5238095238095238,0.4170040585588757,0.630614989060172,EUR_CAD,H4,100,2.5,14,short,333
216,92,105,19,0.467005076142132,0.39733515879307857,0.5366749934911854,93,40,17,36,0.7017543859649122,0.5829867138612179,0.8205220580686066,EUR_CAD,H4,200,1.0,14,long,309
194,84,87,23,0.49122807017543857,0.4162971311585361,0.566159009192341,84,41,11,32,0.7884615384615384,0.6774573600330467,0.8994657168900302,EUR_CAD,H4,200,1.5,14,long,278
197,93,80,24,0.5375722543352601,0.46327489396915644,0.6118696147013638,85,46,6,33,0.8846153846153846,0.7977782275193225,0.9714525417114467,EUR_CAD,H4,200,2.0,14,long,282
189,95,70,24,0.5757575757575758,0.5003454856662515,0.6511696658489001,81,45,6,30,0.8823529411764706,0.7939263895211267,0.9707794928318144,EUR_CAD,H4,200,2.5,14,long,270
220,99,102,19,0.4925373134328358,0.4234211427579545,0.5616534841077171,95,36,52,7,0.4090909090909091,0.30636381920589667,0.5118179989759215,EUR_CAD,H4,200,1.0,14,short,315
225,118,85,22,0.5812807881773399,0.5134131898217458,0.6491483865329339,97,38,46,13,0.4523809523809524,0.3459402194370759,0.5588216853248289,EUR_CAD,H4,200,1.5,14,short,322
198,105,75,18,0.5833333333333334,0.5113101031987973,0.6553565634678694,85,34,38,13,0.4722222222222222,0.35690648401299946,0.587537960431445,EUR_CAD,H4,200,2.0,14,short,283
207,120,70,17,0.631578947368421,0.5629882350652335,0.7001696596716085,90,42,37,11,0.5316455696202531,0.4216080121585673,0.641683127081939,EUR_CAD,H4,200,2.5,14,short,297
543,152,166,225,0.4779874213836478,0.42308503405244446,0.5328898087148511,233,67,86,80,0.43790849673202614,0.3592934725943946,0.5165235208696577,EUR_CHF,H4,20,1.0,14,long,776
398,116,131,151,0.46963562753036436,0.40739481065200234,0.5318764444087264,171,50,65,56,0.43478260869565216,0.34417785349395286,0.5253873638973515,EUR_CHF,H4,20,1.5,14,long,569
235,57,86,92,0.3986013986013986,0.3183525761115541,0.4788502210912431,102,33,40,29,0.4520547945205479,0.3378830211493826,0.5662265678917132,EUR_CHF,H4,20,2.0,14,long,337
145,49,50,46,0.494949494949495,0.3964608138586204,0.5934381760403695,63,22,26,15,0.4583333333333333,0.3173745217106679,0.5992921449559987,EUR_CHF,H4,20,2.5,14,long,208
511,140,173,198,0.4472843450479233,0.3922001973067638,0.5023684927890828,220,81,74,65,0.5225806451612903,0.44394546368397964,0.601215826638601,EUR_CHF,H4,20,1.0,14,short,731
335,107,115,113,0.481981981981982,0.41625140890897955,0.5477125550549844,144,52,46,46,0.5306122448979592,0.43180300795058446,0.629421481845334,EUR_CHF,H4,20,1.5,14,short,479
224,72,84,68,0.46153846153846156,0.38330814904161303,0.5397687740353101,96,42,31,23,0.5753424657534246,0.461951808327356,0.6887331231794933,EUR_CHF,H4,20,2.0,14,short,320
133,42,47,44,0.47191011235955055,0.36819438066579907,0.575625844053302,58,30,14,14,0.6818181818181818,0.5441917970363049,0.8194445666000586,EUR_CHF,H4,20,2.5,14,short,191
431,130,125,176,0.5098039215686274,0.44844573955830574,0.5711621035789491,185,57,69,59,0.4523809523809524,0.3654724578608361,0.5392894469010687,EUR_CHF,H4,50,1.0,14,long,616
364,108,114,142,0.4864864864864865,0.42073721985016255,0.5522357531228105,157,44,60,53,0.4230769230769231,0.3281240684264109,0.5180297777274352,EUR_CHF,H4,50,1.5,14,long,521
329,83,108,138,0.43455497382198954,0.36425471168697277,0.5048552359570063,141,38,46,57,0.4523809523809524,0.3459402194370759,0.5588216853248289,EUR_CHF,H4,50,2.0,14,long,470
247,60,84,103,0.4166666666666667,0.3361422473966997,0.4971910859366337,106,27,41,38,0.39705882352941174,0.280762358845638,0.5133552882131854,EUR_CHF,H4,50,2.5,14,long,353
356,111,121,124,0.47844827586206895,0.41416792056557944,0.5427286311585585,153,50,51,52,0.49504950495049505,0.39754064003908796,0.5925583698619021,EUR_CHF,H4,50,1.0,14,short,509
303,105,93,105,0.5303030303030303,0.46078548800841823,0.5998205725976423,131,56,45,30,0.5544554455445545,0.457521859193163,0.651389031895946,EUR_CHF,H4,50,1.5,14,short,434
241,67,81,93,0.4527027027027027,0.3725084196571727,0.5328969857482327,104,42,37,25,0.5316455696202531,0.4216080121585673,0.641683127081939,EUR_CHF,H4,50,2.0,14,short,345
222,70,82,70,0.4605263157894737,0.3812859200812313,0.539766711497716,96,38,36,22,0.5135135135135135,0.39963244313900714,0.6273945838880198,EUR_CHF,H4,50,2.5,14,short,318
319,102,82,135,0.5543478260869565,0.4825293229949749,0.6261663291789382,137,47,37,53,0.5595238095238095,0.453357448107887,0.6656901709397322,EUR_CHF,H4,100,1.0,14,long,456
326,108,91,127,0.542713567839196,0.47349716415731424,0.6119299715210778,140,48,46,46,0.5106382978723404,0.40958189729719674,0.611694698447484,EUR_CHF,H4,100,1.5,14,long,466
270,95,80,95,0.5428571428571428,0.4690487422512497,0.6166655434630359,117,37,36,44,0.5068493150684932,0.3921597532206488,0.6215388769163376,EUR_CHF,H4,100,2.0,14,long,387
230,70,71,89,0.49645390070921985,0.4139250880929607,0.578982713325479,100,30,30,40,0.5,0.373482544023891,0.626517455976109,EUR_CHF,H4,100,2.5,14,long,330
254,81,83,90,0.49390243902439024,0.4173829863584588,0.5704218916903216,110,48,38,24,0.5581395348837209,0.45318026246752335,0.6630988072999184,EUR_CHF,H4,100,1.0,14,short,364
231,67,79,85,0.4589041095890411,0.3780731499820894,0.5397350691959928,100,45,36,19,0.5555555555555556,0.4473409077555658,0.6637702033555454,EUR_CHF,H4,100,1.5,14,short,331
203,60,62,81,0.4918032786885246,0.4030901705704877,0.5805163868065615,87,35,30,22,0.5384615384615384,0.4172676594739799,0.659655417449097,EUR_CHF,H4,100,2.0,14,short,290
175,54,55,66,0.4954128440366973,0.40154981846593446,0.58927586960746,75,29,21,25,0.58,0.44319256160573717,0.7168074383942628,EUR_CHF,H4,100,2.5,14,short,250
216,82,54,80,0.6029411764705882,0.52070715766467,0.6851751952765064,93,29,31,33,0.48333333333333334,0.35688618436791986,0.6097804822987468,EUR_CHF,H4,200,1.0,14,long,309
208,74,45,89,0.6218487394957983,0.5347207392979194,0.7089767396936772,90,28,28,34,0.5,0.36904199146291206,0.6309580085370879,EUR_CHF,H4,200,1.5,14,long,298
203,56,48,99,0.5384615384615384,0.4426493644436619,0.634273712479415,88,21,28,39,0.42857142857142855,0.2900073639659184,0.5671354931769387,EUR_CHF,H4,200,2.0,14,long,291
197,56,53,88,0.5137614678899083,0.4199300513537413,0.6075928844260753,85,30,24,31,0.5555555555555556,0.423020220653071,0.6880908904580402,EUR_CHF,H4,200,2.5,14,long,282
205,71,61,73,0.5378787878787878,0.4528258603980123,0.6229317153595634,89,41,18,30,0.6949152542372882,0.5774238120284956,0.8124066964460808,EUR_CHF,H4,200,1.0,14,short,294
200,60,64,76,0.4838709677419355,0.3959101707396842,0.5718317647441867,86,46,17,23,0.7301587301587301,0.6205491223774329,0.8397683379400274,EUR_CHF,H4,200,1.5,14,short,286
172,54,45,73,0.5454545454545454,0.44736868274328784,0.6435404081658029,75,36,18,21,0.6666666666666666,0.5409326080431481,0.7924007252901851,EUR_CHF,H4,200,2.0,14,short,247
155,45,33,77,0.5769230769230769,0.46728096453748363,0.68656518930867,67,29,16,22,0.6444444444444445,0.504583553336694,0.784305335552195,EUR_CHF,H4,200,2.5,14,short,222
534,263,251,20,0.5116731517509727,0.46845898654901835,0.5548873169529271,229,121,91,17,0.5707547169811321,0.5041253539809498,0.6373840799813144,EUR_NZD,H4,20,1.0,14,long,763
382,189,182,11,0.5094339622641509,0.4585639546058267,0.5603039699224751,165,94,56,15,0.6266666666666667,0.5492602215335375,0.7040731117997959,EUR_NZD,H4,20,1.5,14,long,547
255,115,133,7,0.4637096774193548,0.40164374406014297,0.5257756107785667,110,60,43,7,0.5825242718446602,0.4872863111760621,0.6777622325132582,EUR_NZD,H4,20,2.0,14,long,365
153,70,71,12,0.49645390070921985,0.4139250880929607,0.578982713325479,66,32,32,2,0.5,0.3775,0.6225,EUR_NZD,H4,20,2.5,14,long,219
539,259,268,12,0.49146110056925996,0.4487778557380067,0.5341443454005131,232,118,102,12,0.5363636363636364,0.47046701628383714,0.6022602564434356,EUR_NZD,H4,20,1.0,14,short,771
397,183,200,14,0.47780678851174935,0.4277804804570299,0.5278330965664688,171,76,80,15,0.48717948717948717,0.4087424892167651,0.5656164851422093,EUR_NZD,H4,20,1.5,14,short,568
284,137,135,12,0.5036764705882353,0.44425684880249866,0.5630960923739718,122,43,66,13,0.3944954128440367,0.30274193813177674,0.4862488875562967,EUR_NZD,H4,20,2.0,14,short,406
187,90,93,4,0.4918032786885246,0.4193693292266758,0.5642372281503734,81,31,45,5,0.40789473684210525,0.29740478437514545,0.5183846893090651,EUR_NZD,H4,20,2.5,14,short,268
417,206,200,11,0.5073891625615764,0.4587578905750103,0.5560204345481425,179,92,64,23,0.5897435897435898,0.5125550056582012,0.6669321738289783,EUR_NZD,H4,50,1.0,14,long,596
361,161,191,9,0.45738636363636365,0.4053422402554163,0.509430487017311,155,87,51,17,0.6304347826086957,0.5499002474847234,0.7109693177326679,EUR_NZD,H4,50,1.5,14,long,516
305,145,150,10,0.4915254237288136,0.4344758139685813,0.5485750334890458,132,77,45,10,0.6311475409836066,0.5455289759439557,0.7167661060232575,EUR_NZD,H4,50,2.0,14,long,437
249,125,109,15,0.5341880341880342,0.470273365692948,0.5981027026831204,107,59,41,7,0.59,0.4936006722015137,0.6863993277984862,EUR_NZD,H4,50,2.5,14,long,356
375,179,183,13,0.494475138121547,0.44297062620681293,0.545979650036281,162,77,76,9,0.5032679738562091,0.4240413619573594,0.5824945857550589,EUR_NZD,H4,50,1.0,14,short,537
343,172,161,10,0.5165165165165165,0.46284215554643604,0.570190877486597,147,56,82,9,0.4057971014492754,0.32386796422213787,0.4877262386764129,EUR_NZD,H4,50,1.5,14,short,490
308,146,151,11,0.49158249158249157,0.43472518286980655,0.5484398002951766,133,47,80,6,0.3700787401574803,0.2861048229887853,0.45405265732617534,EUR_NZD,H4,50,2.0,14,short,441
239,104,119,16,0.4663677130044843,0.40089068974550107,0.5318447362634675,103,31,66,6,0.31958762886597936,0.2267869219190931,0.4123883358128656,EUR_NZD,H4,50,2.5,14,short,342
296,139,146,11,0.48771929824561405,0.42968662061937124,0.5457519758718569,127,76,42,9,0.6440677966101694,0.5576775921731654,0.7304580010471735,EUR_NZD,H4,100,1.0,14,long,423
281,121,154,6,0.44,0.3813308121753846,0.4986691878246154,121,72,40,9,0.6428571428571429,0.5541159461106486,0.7315983396036372,EUR_NZD,H4,100,1.5,14,long,402
254,101,144,9,0.4122448979591837,0.3506068498103995,0.47388294610796783,110,64,39,7,0.6213592233009708,0.5276844771650273,0.7150339694369143,EUR_NZD,H4,100,2.0,14,long,364
223,76,141,6,0.35023041474654376,0.2867583212221237,0.41370250827096383,96,43,43,10,0.5,0.39432388226063037,0.6056761177393697,EUR_NZD,H4,100,2.5,14,long,319
297,132,160,5,0.4520547945205479,0.39496890783496524,0.5091406812061305,128,61,54,13,0.5304347826086957,0.43921876484353384,0.6216508003738576,EUR_NZD,H4,100,1.0,14,short,425
