pair,tf,period,recovery,direction,n,w,l,t,wr_decisive,ci_low,ci_high
USD_PLN,H4,100,2,long,271,134,135,2,0.49814126394052044,0.4383900222506285,0.5578925056304124
USD_PLN,H4,100,3,long,231,113,116,2,0.49344978165938863,0.42869511617463035,0.558204447144147
USD_PLN,H4,100,4,long,206,101,103,2,0.4950980392156863,0.4264876126460325,0.5637084657853401
USD_PLN,H4,100,1,short,379,191,183,5,0.5106951871657754,0.4600321879050298,0.561358186426521
USD_PLN,H4,100,2,short,275,142,130,3,0.5220588235294118,0.46269545131372447,0.5814221957450991
USD_PLN,H4,100,3,short,223,114,106,3,0.5181818181818182,0.45215392980443436,0.584209706559202
USD_PLN,H4,100,4,short,199,102,95,2,0.5177664974619289,0.4479884808743216,0.5875445140495363
USD_PLN,H4,200,1,long,260,122,128,10,0.488,0.42603721085683766,0.5499627891431623
USD_PLN,H4,200,2,long,184,86,92,6,0.48314606741573035,0.4097337037727835,0.5565584310586772
USD_PLN,H4,200,3,long,165,78,81,6,0.49056603773584906,0.41286081750343107,0.568271257968267
USD_PLN,H4,200,4,long,149,69,75,5,0.4791666666666667,0.3975709219991933,0.5607624113341401
USD_PLN,H4,200,1,short,260,122,133,5,0.47843137254901963,0.41711851793863736,0.5397442271594018
USD_PLN,H4,200,2,short,197,89,105,3,0.4587628865979381,0.38864268931354223,0.5288830838823341
USD_PLN,H4,200,3,short,168,77,88,3,0.4666666666666667,0.39054349870620475,0.5427898346271286
USD_PLN,H4,200,4,short,153,71,79,3,0.47333333333333333,0.3934305509222243,0.5532361157444423
USD_CZK,H4,20,1,long,865,435,411,19,0.5141843971631206,0.4805048637547422,0.547863930571499
USD_CZK,H4,20,2,long,644,315,317,12,0.49841772151898733,0.4594356097874772,0.5373998332504974
USD_CZK,H4,20,3,long,551,271,271,9,0.5,0.4579053956004193,0.5420946043995807
USD_CZK,H4,20,4,long,494,242,243,9,0.49896907216494846,0.45446965905401143,0.5434684852758854
USD_CZK,H4,20,1,short,865,427,423,15,0.5023529411764706,0.4687395906840687,0.5359662916688724
USD_CZK,H4,20,2,short,639,326,300,13,0.5207667731629393,0.48163189384221516,0.5599016524836634
USD_CZK,H4,20,3,short,549,276,262,11,0.5130111524163569,0.47077465999339185,0.5552476448393219
USD_CZK,H4,20,4,short,478,250,219,9,0.5330490405117271,0.4878958056904032,0.578202275333051
USD_CZK,H4,50,1,long,549,286,253,10,0.5306122448979592,0.48847984469849615,0.5727446450974223
USD_CZK,H4,50,2,long,408,201,200,7,0.5012468827930174,0.45230817036037974,0.5501855952256551
USD_CZK,H4,50,3,long,344,170,167,7,0.5044510385756676,0.45106915222908933,0.557832924922246
USD_CZK,H4,50,4,long,303,146,150,7,0.49324324324324326,0.4362871014954155,0.550199384991071
USD_CZK,H4,50,1,short,549,253,284,12,0.47113594040968343,0.4289163443904348,0.5133555364289321
USD_CZK,H4,50,2,short,398,185,202,11,0.4780361757105943,0.42826806290099567,0.527804288520193
USD_CZK,H4,50,3,short,326,149,167,10,0.47151898734177217,0.41647919113248716,0.5265587835510572
USD_CZK,H4,50,4,short,284,131,143,10,0.4781021897810219,0.4189550301580133,0.5372493494040306
USD_CZK,H4,100,1,long,390,193,184,13,0.5119363395225465,0.4614781559945178,0.5623945230505751
USD_CZK,H4,100,2,long,298,150,141,7,0.5154639175257731,0.4580427823779057,0.5728850526736406
USD_CZK,H4,100,3,long,250,125,118,7,0.51440329218107,0.4515623524200476,0.5772442319420923
USD_CZK,H4,100,4,long,216,109,102,5,0.5165876777251185,0.44915883231772896,0.584016523132508
USD_CZK,H4,100,1,short,391,197,185,9,0.5157068062827225,0.4655903904264702,0.5658232221389747
USD_CZK,H4,100,2,short,291,147,135,9,0.5212765957446809,0.46297130565013245,0.5795818858392293
USD_CZK,H4,100,3,short,247,132,108,7,0.55,0.4870583603645409,0.6129416396354592
USD_CZK,H4,100,4,short,219,114,98,7,0.5377358490566038,0.470621135112911,0.6048505630002965
USD_CZK,H4,200,1,long,280,134,141,5,0.48727272727272725,0.42819565206053223,0.5463498024849223
USD_CZK,H4,200,2,long,199,93,101,5,0.4793814432989691,0.4090813926962932,0.549681493901645
USD_CZK,H4,200,3,long,163,80,79,4,0.5031446540880503,0.4254271358069311,0.5808621723691696
USD_CZK,H4,200,4,long,142,70,68,4,0.5072463768115942,0.4238319983516395,0.590660755271549
USD_CZK,H4,200,1,short,280,138,135,7,0.5054945054945055,0.44618578862908914,0.5648032223599219
USD_CZK,H4,200,2,short,199,99,95,5,0.5103092783505154,0.439964336267784,0.5806542204332469
USD_CZK,H4,200,3,short,162,81,76,5,0.5159235668789809,0.4377507253908903,0.5940964083670714
USD_CZK,H4,200,4,short,148,72,71,5,0.5034965034965035,0.4215467903477542,0.5854462166452529
USD_HUF,H4,20,1,long,849,415,430,4,0.4911242603550296,0.4574165476222181,0.524831973087841
USD_HUF,H4,20,2,long,624,313,308,3,0.5040257648953301,0.46470099427200384,0.5433505355186564
USD_HUF,H4,20,3,long,543,275,265,3,0.5092592592592593,0.4670940057757203,0.5514245127427984
USD_HUF,H4,20,4,long,491,252,237,2,0.5153374233128835,0.4710411463373302,0.5596337002884367
USD_HUF,H4,20,1,short,849,436,407,6,0.5172004744958482,0.48346745955536136,0.550933489436335
USD_HUF,H4,20,2,short,626,328,293,5,0.5281803542673108,0.4889168187774545,0.5674438897571671
USD_HUF,H4,20,3,short,553,285,265,3,0.5181818181818182,0.47642211490903974,0.5599415214545966
USD_HUF,H4,20,4,short,488,257,228,3,0.5298969072164949,0.4854770202973716,0.5743167941356181
USD_HUF,H4,50,1,long,492,249,240,3,0.50920245398773,0.46489282872892196,0.553512079246538
USD_HUF,H4,50,2,long,377,206,168,3,0.5508021390374331,0.5003897917870919,0.6012144862877744
USD_HUF,H4,50,3,long,329,183,143,3,0.5613496932515337,0.5074826379728337,0.6152167485302338
USD_HUF,H4,50,4,long,289,164,124,1,0.5694444444444444,0.5122570767933499,0.626631812095539
USD_HUF,H4,50,1,short,492,261,230,1,0.5315682281059063,0.4874296839150085,0.5757067722968041
USD_HUF,H4,50,2,short,372,199,173,0,0.5349462365591398,0.4842598593483083,0.5856326137699712
USD_HUF,H4,50,3,short,319,172,147,0,0.5391849529780565,0.48448424622676534,0.5938856597293476
USD_HUF,H4,50,4,short,285,152,133,0,0.5333333333333333,0.47541228738841945,0.5912543792782472
USD_HUF,H4,100,1,long,405,210,193,2,0.5210918114143921,0.47231798772607325,0.5698656351027109
USD_HUF,H4,100,2,long,285,151,132,2,0.5335689045936396,0.475445391321867,0.5916924178654123
USD_HUF,H4,100,3,long,247,133,112,2,0.5428571428571428,0.48047765905036544,0.6052366266639202
USD_HUF,H4,100,4,long,227,123,104,0,0.5418502202643172,0.4770335807347169,0.6066668597939174
USD_HUF,H4,100,1,short,405,208,195,2,0.5161290322580645,0.4673371609007882,0.5649209036153409
USD_HUF,H4,100,2,short,283,151,131,1,0.5354609929078015,0.4772497958335155,0.5936721899820875
USD_HUF,H4,100,3,short,234,122,111,1,0.5236051502145923,0.4594748025175895,0.5877354979115951
USD_HUF,H4,100,4,short,206,110,95,1,0.5365853658536586,0.4683226716646487,0.6048480600426684
USD_HUF,H4,200,1,long,262,133,125,4,0.5155038759689923,0.45452107899348315,0.5764866729445014
USD_HUF,H4,200,2,long,195,103,88,4,0.5392670157068062,0.468575715612039,0.6099583158015736
USD_HUF,H4,200,3,long,160,88,69,3,0.5605095541401274,0.4828718875411767,0.638147220739078
USD_HUF,H4,200,4,long,142,75,65,2,0.5357142857142857,0.4531007275049942,0.6183278439235772
USD_HUF,H4,200,1,short,262,131,130,1,0.5019157088122606,0.4412556769167113,0.5625757407078098
USD_HUF,H4,200,2,short,185,97,87,1,0.5271739130434783,0.45503413026284656,0.59931369582411
USD_HUF,H4,200,3,short,160,83,76,1,0.5220125786163522,0.4443688778459036,0.5996562793868008
USD_HUF,H4,200,4,short,141,75,65,1,0.5357142857142857,0.4531007275049942,0.6183278439235772
EUR_HUF,H4,20,1,long,838,358,332,148,0.518840579710145,0.48155911294894527,0.5561220464713447
EUR_HUF,H4,20,2,long,643,280,247,116,0.5313092979127134,0.48870360421112613,0.5739149916143007
EUR_HUF,H4,20,3,long,559,251,206,102,0.5492341356673961,0.5036144548699807,0.5948538164648115
EUR_HUF,H4,20,4,long,503,231,182,90,0.559322033898305,0.5114399902935592,0.6072040775030508
EUR_HUF,H4,20,1,short,839,337,340,162,0.4977843426883309,0.4601202528309753,0.5354484325456864
EUR_HUF,H4,20,2,short,615,250,248,117,0.5020080321285141,0.45809353621132104,0.5459225280457071
EUR_HUF,H4,20,3,short,516,211,207,98,0.5047846889952153,0.45685351691808207,0.5527158610723486
EUR_HUF,H4,20,4,short,468,191,192,85,0.49869451697127937,0.44861902688791483,0.5487700070546438
EUR_HUF,H4,50,1,long,488,220,186,82,0.541871921182266,0.49340618281672,0.590337659547812
EUR_HUF,H4,50,2,long,373,166,142,65,0.538961038961039,0.4832901427476754,0.5946319351744025
EUR_HUF,H4,50,3,long,325,144,123,58,0.5393258426966292,0.4795366098449057,0.5991150755483526
EUR_HUF,H4,50,4,long,293,128,113,52,0.5311203319502075,0.4681153757397445,0.5941252881606705
EUR_HUF,H4,50,1,short,489,195,205,89,0.4875,0.43851531489332607,0.5364846851066739
EUR_HUF,H4,50,2,short,354,136,153,65,0.47058823529411764,0.41304099829236124,0.528135472295874
EUR_HUF,H4,50,3,short,314,123,133,58,0.48046875,0.41926549788121326,0.5416720021187867
EUR_HUF,H4,50,4,short,282,110,119,53,0.48034934497816595,0.41563915555385866,0.5450595344024732
EUR_HUF,H4,100,1,long,341,140,145,56,0.49122807017543857,0.4331868143898092,0.5492693259610679
EUR_HUF,H4,100,2,long,256,107,107,42,0.5,0.43300857915158303,0.566991420848417
EUR_HUF,H4,100,3,long,219,96,87,36,0.5245901639344263,0.4522341423590032,0.5969461855098492
EUR_HUF,H4,100,4,long,205,91,81,33,0.5290697674418605,0.45447186662728256,0.6036676682564385
EUR_HUF,H4,100,1,short,341,150,123,68,0.5494505494505495,0.4904290435557117,0.6084720553453873
EUR_HUF,H4,100,2,short,252,103,101,48,0.5049019607843137,0.43629153421465994,0.5735123873539675
EUR_HUF,H4,100,3,short,219,85,94,40,0.4748603351955307,0.4017043413771202,0.5480163290139413
EUR_HUF,H4,100,4,short,197,79,84,34,0.48466257668711654,0.4079391743793149,0.5613859789949182
EUR_HUF,H4,200,1,long,265,129,85,51,0.602803738317757,0.5372436199004147,0.6683638567350993
EUR_HUF,H4,200,2,long,190,91,60,39,0.6026490066225165,0.5245964789783717,0.6807015342666614
EUR_HUF,H4,200,3,long,174,85,56,33,0.6028368794326241,0.5220704509371638,0.6836033079280844
EUR_HUF,H4,200,4,long,157,78,52,27,0.6,0.5157848908129626,0.6842151091870373
EUR_HUF,H4,200,1,short,265,93,115,57,0.44711538461538464,0.3795457666640879,0.5146850025666814
EUR_HUF,H4,200,2,short,199,69,86,44,0.44516129032258067,0.3669206681912644,0.5234019124538969
EUR_HUF,H4,200,3,short,165,61,67,37,0.4765625,0.39003713584961097,0.563087864150389
EUR_HUF,H4,200,4,short,152,56,62,34,0.4745762711864407,0.38447665962455274,0.5646758827483287
EUR_PLN,H4,20,1,long,961,326,340,295,0.4894894894894895,0.4515236518494472,0.5274553271295318
EUR_PLN,H4,20,2,long,719,239,255,225,0.48380566801619435,0.43973651652591134,0.5278748195064774
EUR_PLN,H4,20,3,long,605,200,214,191,0.4830917874396135,0.43495496217193985,0.5312286127072872
EUR_PLN,H4,20,4,long,544,183,189,172,0.49193548387096775,0.4411314603424461,0.5427395073994894
EUR_PLN,H4,20,1,short,963,332,339,292,0.4947839046199702,0.45695348295420446,0.5326143262857359
EUR_PLN,H4,20,2,short,682,227,243,212,0.4829787234042553,0.4378008951754601,0.5281565516330504
EUR_PLN,H4,20,3,short,564,196,196,172,0.5,0.4505025253169417,0.5494974746830583
EUR_PLN,H4,20,4,short,498,170,175,153,0.4927536231884058,0.4399977380802568,0.5455095082965549
EUR_PLN,H4,50,1,long,633,222,222,189,0.5,0.4534912582081275,0.5465087417918725
EUR_PLN,H4,50,2,long,452,155,154,143,0.5016181229773463,0.44586816277145047,0.5573680831832422
EUR_PLN,H4,50,3,long,381,135,127,119,0.5152671755725191,0.4547508042361967,0.5757835469088416
EUR_PLN,H4,50,4,long,337,122,109,106,0.5281385281385281,0.4637614493757565,0.5925156069012998
EUR_PLN,H4,50,1,short,634,219,219,196,0.5,0.4531737887083853,0.5468262112916147
EUR_PLN,H4,50,2,short,461,153,167,141,0.478125,0.42339378934353933,0.5328562106564607
EUR_PLN,H4,50,3,short,388,126,142,120,0.4701492537313433,0.4103930051724831,0.5299055022902035
EUR_PLN,H4,50,4,short,340,117,121,102,0.49159663865546216,0.4280816460588225,0.5551116312521018
EUR_PLN,H4,100,1,long,440,138,149,153,0.4808362369337979,0.42303117063089435,0.5386413032367015
EUR_PLN,H4,100,2,long,340,115,115,110,0.5,0.43538071360721287,0.5646192863927871
EUR_PLN,H4,100,3,long,288,100,96,92,0.5102040816326531,0.4402186604102766,0.5801895028550296
EUR_PLN,H4,100,4,long,257,87,84,86,0.5087719298245614,0.433840990807659,0.5837028688414638
EUR_PLN,H4,100,1,short,441,155,138,148,0.5290102389078498,0.47185447506849715,0.5861660027472025
EUR_PLN,H4,100,2,short,302,102,97,103,0.5125628140703518,0.4431143876623407,0.5820112404783628
EUR_PLN,H4,100,3,short,251,87,82,82,0.514792899408284,0.43944128405824995,0.5901445147583181
EUR_PLN,H4,100,4,short,219,79,70,70,0.5302013422818792,0.4500632066887166,0.6103394778750418
EUR_PLN,H4,200,1,long,315,119,87,109,0.5776699029126213,0.5102189098882349,0.6451208959370077
EUR_PLN,H4,200,2,long,233,89,56,88,0.6137931034482759,0.5345442322716925,0.6930419746248593
EUR_PLN,H4,200,3,long,199,75,49,75,0.6048387096774194,0.5187884440421284,0.6908889753127103
EUR_PLN,H4,200,4,long,177,66,43,68,0.6055045871559633,0.5137511124437033,0.6972580618682234
EUR_PLN,H4,200,1,short,315,93,111,111,0.45588235294117646,0.38753624566895584,0.5242284602133971
EUR_PLN,H4,200,2,short,228,68,79,81,0.46258503401360546,0.38198261586727733,0.5431874521599336
EUR_PLN,H4,200,3,short,188,58,66,64,0.46774193548387094,0.37991868476905577,0.5555651861986861
EUR_PLN,H4,200,4,short,168,53,61,54,0.4649122807017544,0.37335315295207283,0.556471408451436
EUR_SEK,H4,20,1,long,932,414,369,149,0.5287356321839081,0.49377117567510387,0.5637000886927123
EUR_SEK,H4,20,2,long,675,305,265,105,0.5350877192982456,0.4941412325764706,0.5760342060200206
EUR_SEK,H4,20,3,long,562,247,227,88,0.5210970464135021,0.4761242426285483,0.5660698501984559
EUR_SEK,H4,20,4,long,515,221,212,82,0.5103926096997691,0.46330698961666783,0.5574782297828703
EUR_SEK,H4,20,1,short,933,333,429,171,0.43700787401574803,0.4017890883775679,0.4722266596539282
EUR_SEK,H4,20,2,short,700,256,322,122,0.4429065743944637,0.4024105646582031,0.4834025841307243
EUR_SEK,H4,20,3,short,586,213,273,100,0.4382716049382716,0.3941579752988646,0.4823852345776786
EUR_SEK,H4,20,4,short,521,191,238,92,0.44522144522144524,0.398191410949043,0.4922514794938475
EUR_SEK,H4,50,1,long,613,271,234,108,0.5366336633663367,0.49314144315296515,0.5801258835797082
EUR_SEK,H4,50,2,long,459,196,190,73,0.5077720207253886,0.4578973604471562,0.557646681003621
EUR_SEK,H4,50,3,long,381,156,162,63,0.49056603773584906,0.4356201495759122,0.5455119258957859
EUR_SEK,H4,50,4,long,332,130,148,54,0.4676258992805755,0.40897273979628296,0.5262790587648681
EUR_SEK,H4,50,1,short,614,220,275,119,0.4444444444444444,0.4006694640464876,0.4882194248424012
EUR_SEK,H4,50,2,short,437,162,190,85,0.4602272727272727,0.4081586147960522,0.5122959306584932
EUR_SEK,H4,50,3,short,361,137,159,65,0.46283783783783783,0.40603404295785417,0.5196416327178215
EUR_SEK,H4,50,4,short,323,116,149,58,0.4377358490566038,0.3780035282007573,0.4974681699124503
EUR_SEK,H4,100,1,long,401,170,177,54,0.4899135446685879,0.4373150938539723,0.5425119954832035
EUR_SEK,H4,100,2,long,294,123,133,38,0.48046875,0.41926549788121326,0.5416720021187867
EUR_SEK,H4,100,3,long,250,105,115,30,0.4772727272727273,0.4112694318150782,0.5432760227303763
EUR_SEK,H4,100,4,long,211,85,99,27,0.46195652173913043,0.38991939256123825,0.5339936509170226
EUR_SEK,H4,100,1,short,401,149,182,70,0.4501510574018127,0.39655375783078206,0.5037483569728434
EUR_SEK,H4,100,2,short,298,107,137,54,0.4385245901639344,0.3762625274923074,0.5007866528355615
EUR_SEK,H4,100,3,short,247,87,115,45,0.4306930693069307,0.3624061431988262,0.4989799954150352
EUR_SEK,H4,100,4,short,229,82,105,42,0.4385026737967914,0.3673821023845597,0.5096232452090231
EUR_SEK,H4,200,1,long,287,124,119,44,0.5102880658436214,0.44743434617403166,0.5731417855132112
EUR_SEK,H4,200,2,long,215,95,95,25,0.5,0.4289033274892189,0.5710966725107811
EUR_SEK,H4,200,3,long,185,81,83,21,0.49390243902439024,0.4173829863584588,0.5704218916903216
EUR_SEK,H4,200,4,long,163,71,73,19,0.4930555555555556,0.4113967660691982,0.574714345041913
EUR_SEK,H4,200,1,short,288,112,120,56,0.4827586206896552,0.41845673213747936,0.547060509241831
EUR_SEK,H4,200,2,short,197,71,83,43,0.461038961038961,0.38230842458455727,0.5397694974933648
EUR_SEK,H4,200,3,short,158,57,66,35,0.4634146341463415,0.3752878748925798,0.5515413934001032
EUR_SEK,H4,200,4,short,147,51,64,32,0.4434782608695652,0.3526785666730592,0.5342779550660712
NZD_CAD,H4,20,1,long,965,456,471,38,0.4919093851132686,0.45972617615428596,0.5240925940722512
NZD_CAD,H4,20,2,long,710,339,347,24,0.49416909620991256,0.45675506671372557,0.5315831257060996
NZD_CAD,H4,20,3,long,585,281,285,19,0.49646643109540634,0.45527498730816846,0.5376578748826443
NZD_CAD,H4,20,4,long,518,250,253,15,0.4970178926441352,0.45332262954306213,0.5407131557452083
NZD_CAD,H4,20,1,short,965,467,456,42,0.5059588299024919,0.47370402781605775,0.5382136319889259
NZD_CAD,H4,20,2,short,693,345,320,28,0.518796992481203,0.480821086798115,0.556772898164291
NZD_CAD,H4,20,3,short,563,278,264,21,0.5129151291512916,0.47083456990209815,0.554995688400485
NZD_CAD,H4,20,4,short,501,244,237,20,0.5072765072765073,0.46259708560715074,0.5519559289458639
NZD_CAD,H4,50,1,long,578,264,290,24,0.47653429602888087,0.4349439640806213,0.5181246279771404
NZD_CAD,H4,50,2,long,416,190,209,17,0.47619047619047616,0.42718476780674774,0.5251961845742046
NZD_CAD,H4,50,3,long,344,159,171,14,0.4818181818181818,0.4279066367121704,0.5357297269241933
NZD_CAD,H4,50,4,long,304,139,151,14,0.4793103448275862,0.4218120522691458,0.5368086373860267
NZD_CAD,H4,50,1,short,577,284,268,25,0.5144927536231884,0.47279870948653424,0.5561867977598425
NZD_CAD,H4,50,2,short,414,206,189,19,0.5215189873417722,0.4722555240398142,0.5707824506437301
NZD_CAD,H4,50,3,short,335,161,158,16,0.5047021943573667,0.4498351547344646,0.5595692339802689
NZD_CAD,H4,50,4,short,298,139,144,15,0.4911660777385159,0.43292021743829234,0.5494119380387394
NZD_CAD,H4,100,1,long,415,187,216,12,0.4640198511166253,0.4153291328666694,0.5127105693665812
NZD_CAD,H4,100,2,long,289,129,150,10,0.46236559139784944,0.40386095950719353,0.5208702232885054
NZD_CAD,H4,100,3,long,250,108,133,9,0.44813278008298757,0.38534600084259457,0.5109195593233806
NZD_CAD,H4,100,4,long,216,94,113,9,0.45410628019323673,0.38627910946870575,0.5219334509177678
NZD_CAD,H4,100,1,short,414,210,188,16,0.5276381909547738,0.4785903341447453,0.5766860477648024
NZD_CAD,H4,100,2,short,295,150,132,13,0.5319148936170213,0.47367574681103086,0.5901540404230117
NZD_CAD,H4,100,3,short,245,129,105,11,0.5512820512820513,0.48755529842627776,0.6150088041378249
NZD_CAD,H4,100,4,short,215,114,91,10,0.5560975609756098,0.4880835477377418,0.6241115742134778
NZD_CAD,H4,200,1,long,285,142,132,11,0.5182481751824818,0.45908365252970734,0.5774126978352562
NZD_CAD,H4,200,2,long,213,110,95,8,0.5365853658536586,0.4683226716646487,0.6048480600426684
NZD_CAD,H4,200,3,long,182,94,81,7,0.5371428571428571,0.4632665063937845,0.6110192078919298
NZD_CAD,H4,200,4,long,160,84,69,7,0.5490196078431373,0.4701729818848889,0.6278662338013857
NZD_CAD,H4,200,1,short,284,139,139,6,0.5,0.44122350589740145,0.5587764941025986
NZD_CAD,H4,200,2,short,206,104,97,5,0.5174129353233831,0.4483309958281929,0.5864948748185732
NZD_CAD,H4,200,3,short,172,84,83,5,0.5029940119760479,0.42716069478031227,0.5788273291717835
NZD_CAD,H4,200,4,short,153,74,74,5,0.5,0.41944449622037494,0.5805555037796251
NZD_CHF,H4,20,1,long,943,455,461,27,0.49672489082969434,0.46434547405501975,0.5291043076043689
NZD_CHF,H4,20,2,long,708,338,346,24,0.49415204678362573,0.45668337326351166,0.5316207203037397
NZD_CHF,H4,20,3,long,576,274,285,17,0.49016100178890876,0.44871944411834086,0.5316025594594767
NZD_CHF,H4,20,4,long,506,242,247,17,0.4948875255623722,0.45057271039035834,0.539202340734386
NZD_CHF,H4,20,1,short,943,434,483,26,0.4732824427480916,0.4409662270671921,0.5055986584289911
NZD_CHF,H4,20,2,short,709,336,351,22,0.4890829694323144,0.4517025506402169,0.5264633882244119
NZD_CHF,H4,20,3,short,583,282,284,17,0.49823321554770317,0.45704100024785926,0.539425430847547
NZD_CHF,H4,20,4,short,516,251,249,16,0.502,0.45817341825786545,0.5458265817421345
NZD_CHF,H4,50,1,long,621,285,319,17,0.4718543046357616,0.4320418976568941,0.5116667116146292
NZD_CHF,H4,50,2,long,424,199,214,11,0.48184019370460046,0.43364936232335893,0.530031025085842
NZD_CHF,H4,50,3,long,346,159,179,8,0.47041420118343197,0.4172026280372696,0.5236257743295943
NZD_CHF,H4,50,4,long,308,138,164,6,0.45695364238410596,0.40077035795042115,0.5131369268177908
NZD_CHF,H4,50,1,short,620,296,307,17,0.49087893864013266,0.4509768943434397,0.5307809829368256
NZD_CHF,H4,50,2,short,464,215,235,14,0.4777777777777778,0.43162578459630435,0.5239297709592512
NZD_CHF,H4,50,3,short,379,185,182,12,0.5040871934604905,0.4529333190172321,0.5552410679037488
NZD_CHF,H4,50,4,short,340,167,161,12,0.5091463414634146,0.45504394789140445,0.5632487350354248
NZD_CHF,H4,100,1,long,465,203,246,16,0.4521158129175947,0.4060793305041908,0.49815229533099853
NZD_CHF,H4,100,2,long,326,141,173,12,0.44904458598726116,0.39402792778385914,0.5040612441906631
NZD_CHF,H4,100,3,long,262,111,141,10,0.44047619047619047,0.37918101313382446,0.5017713678185565
NZD_CHF,H4,100,4,long,235,100,125,10,0.4444444444444444,0.37951565576445057,0.5093732331244383
NZD_CHF,H4,100,1,short,465,230,218,17,0.5133928571428571,0.4671088219464473,0.5596768923392669
NZD_CHF,H4,100,2,short,330,164,151,15,0.5206349206349207,0.46546521860610895,0.5758046226637324
NZD_CHF,H4,100,3,short,259,119,126,14,0.4857142857142857,0.4231299426243403,0.5482986288042311
NZD_CHF,H4,100,4,short,239,109,117,13,0.4823008849557522,0.41715310925222504,0.5474486606592793
NZD_CHF,H4,200,1,long,323,157,160,6,0.4952681388012618,0.4402283199885364,0.5503079576139872
NZD_CHF,H4,200,2,long,245,121,120,4,0.5020746887966805,0.4389478828540807,0.5652014947392803
NZD_CHF,H4,200,3,long,202,96,104,2,0.48,0.41075899480798966,0.5492410051920102
NZD_CHF,H4,200,4,long,176,79,95,2,0.4540229885057471,0.38004414339612735,0.5280018336153669
NZD_CHF,H4,200,1,short,323,162,157,4,0.5078369905956113,0.4529742649279482,0.5626997162632744
NZD_CHF,H4,200,2,short,228,111,114,3,0.49333333333333335,0.42800580766553736,0.5586608590011293
NZD_CHF,H4,200,3,short,190,97,90,3,0.5187165775401069,0.4471021073367735,0.5903310477434403
NZD_CHF,H4,200,4,short,159,79,77,3,0.5064102564102564,0.427953909600972,0.5848666032195408
EUR_NOK,H4,20,1,long,925,453,413,59,0.523094688221709,0.48982847551042075,0.5563609009329973
EUR_NOK,H4,20,2,long,658,325,288,45,0.5301794453507341,0.4906697861178867,0.5696891045835816
EUR_NOK,H4,20,3,long,547,266,245,36,0.5205479452054794,0.4772319216062194,0.5638639688047394
EUR_NOK,H4,20,4,long,500,242,225,33,0.5182012847965739,0.4728823500876675,0.5635202195054803
EUR_NOK,H4,20,1,short,926,419,447,60,0.4838337182448037,0.45054937389971994,0.5171180625898875
EUR_NOK,H4,20,2,short,681,311,322,48,0.4913112164296998,0.4523655951157561,0.5302568377436436
EUR_NOK,H4,20,3,short,560,255,265,40,0.49038461538461536,0.4474167198899465,0.5333525108792841
EUR_NOK,H4,20,4,short,500,224,240,36,0.4827586206896552,0.43729031925131,0.5282269221280004
EUR_NOK,H4,50,1,long,592,290,266,36,0.5215827338129496,0.4800602139760363,0.563105253649863
EUR_NOK,H4,50,2,long,448,210,208,30,0.5023923444976076,0.4544595263476309,0.5503251626475842
EUR_NOK,H4,50,3,long,373,174,172,27,0.5028901734104047,0.45020592719035624,0.5555744196304531
EUR_NOK,H4,50,4,long,334,153,158,23,0.4919614147909968,0.43639789532693457,0.5475249342550591
EUR_NOK,H4,50,1,short,592,260,297,35,0.466786355475763,0.4253541380350365,0.5082185729164895
EUR_NOK,H4,50,2,short,416,183,212,21,0.46329113924050636,0.414115059623274,0.5124672188577387
EUR_NOK,H4,50,3,short,343,150,178,15,0.4573170731707317,0.4034031498690308,0.5112309964724326
EUR_NOK,H4,50,4,short,307,137,156,14,0.46757679180887374,0.4104450817394743,0.5247085018782731
EUR_NOK,H4,100,1,long,438,214,202,22,0.5144230769230769,0.4663946185476262,0.5624515352985275
EUR_NOK,H4,100,2,long,309,146,146,17,0.5,0.442649837873896,0.557350162126104
EUR_NOK,H4,100,3,long,260,121,125,14,0.491869918699187,0.4293956613316918,0.5543441760666822
EUR_NOK,H4,100,4,long,234,112,109,13,0.5067873303167421,0.4408714705488245,0.5727031900846596
EUR_NOK,H4,100,1,short,438,192,224,22,0.46153846153846156,0.4136323745295233,0.5094445485473998
EUR_NOK,H4,100,2,short,314,139,161,14,0.4633333333333333,0.4069053502569015,0.5197613164097651
EUR_NOK,H4,100,3,short,262,115,134,13,0.46184738955823296,0.3999234796571934,0.5237712994592725
EUR_NOK,H4,100,4,short,236,101,124,11,0.4488888888888889,0.38389779846226,0.5138799793155178
EUR_NOK,H4,200,1,long,282,134,130,18,0.5075757575757576,0.4472678505831862,0.567883664568329
EUR_NOK,H4,200,2,long,214,105,93,16,0.5303030303030303,0.46078548800841823,0.5998205725976423
EUR_NOK,H4,200,3,long,169,79,80,10,0.4968553459119497,0.41913782763083046,0.574572864193069
EUR_NOK,H4,200,4,long,157,75,72,10,0.5102040816326531,0.42939187806847623,0.5910162851968299
EUR_NOK,H4,200,1,short,282,135,128,19,0.5133079847908745,0.452900004203839,0.5737159653779099
EUR_NOK,H4,200,2,short,190,94,84,12,0.5280898876404494,0.4547517904440732,0.6014279848368256
EUR_NOK,H4,200,3,short,155,77,68,10,0.5310344827586206,0.4498068331109518,0.6122621324062895
EUR_NOK,H4,200,4,short,136,68,58,10,0.5396825396825397,0.45265259513306105,0.6267124842320183
USD_ZAR,H4,20,1,long,875,415,460,0,0.4742857142857143,0.44119950930539054,0.5073719192660381
