pair,tf,period,recovery,direction,n,w,l,t,wr_decisive,ci_low,ci_high
EUR_USD,H4,20,1,long,906,448,386,72,0.5371702637889688,0.5033295391013882,0.5710109884765494
EUR_USD,H4,20,2,long,670,339,275,56,0.5521172638436482,0.5127831191839084,0.5914514085033881
EUR_USD,H4,20,3,long,552,274,233,45,0.5404339250493096,0.4970531432732416,0.5838147068253777
EUR_USD,H4,20,4,long,484,242,200,42,0.5475113122171946,0.5011083881720775,0.5939142362623118
EUR_USD,H4,20,1,short,906,414,427,65,0.49227110582639716,0.45848203993580827,0.526060171716986
EUR_USD,H4,20,2,short,643,298,305,40,0.494195688225539,0.4542896922097597,0.5341016842413183
EUR_USD,H4,20,3,short,541,249,254,38,0.49502982107355864,0.4513359396627293,0.5387237024843881
EUR_USD,H4,20,4,short,488,221,230,37,0.49002217294900224,0.44388496454469795,0.5361593813533065
EUR_USD,H4,50,1,long,517,236,240,41,0.4957983193277311,0.4508816789849078,0.5407149596705545
EUR_USD,H4,50,2,long,391,184,178,29,0.5082872928176796,0.45678671185491504,0.5597878737804441
EUR_USD,H4,50,3,long,335,163,147,25,0.5258064516129032,0.4702203777496371,0.5813925254761693
EUR_USD,H4,50,4,long,295,142,130,23,0.5220588235294118,0.46269545131372447,0.5814221957450991
EUR_USD,H4,50,1,short,517,228,241,48,0.4861407249466951,0.44090591686482306,0.5313755330285671
EUR_USD,H4,50,2,short,407,177,197,33,0.4732620320855615,0.422659946793052,0.523864117378071
EUR_USD,H4,50,3,short,338,149,162,27,0.4790996784565916,0.4235775470947076,0.5346218098184757
EUR_USD,H4,50,4,short,298,122,150,26,0.4485294117647059,0.3894238621451702,0.5076349613842416
EUR_USD,H4,100,1,long,406,194,176,36,0.5243243243243243,0.4734368748561566,0.575211773792492
EUR_USD,H4,100,2,long,306,148,131,27,0.5304659498207885,0.47190389969756136,0.5890279999440157
EUR_USD,H4,100,3,long,257,129,105,23,0.5512820512820513,0.48755529842627776,0.6150088041378249
EUR_USD,H4,100,4,long,228,113,94,21,0.5458937198067633,0.4780665490822323,0.6137208905312943
EUR_USD,H4,100,1,short,405,190,184,31,0.5080213903743316,0.45735331825516595,0.5586894624934973
EUR_USD,H4,100,2,short,288,134,129,25,0.5095057034220533,0.4490872362486031,0.5699241705955034
EUR_USD,H4,100,3,short,236,111,104,21,0.5162790697674419,0.44947905776232366,0.5830790817725601
EUR_USD,H4,100,4,short,216,102,98,16,0.51,0.44071739612283617,0.5792826038771639
EUR_USD,H4,200,1,long,282,132,125,25,0.5136186770428015,0.452510636447363,0.57472671763824
EUR_USD,H4,200,2,long,208,94,97,17,0.49214659685863876,0.4212450329998628,0.5630481607174147
EUR_USD,H4,200,3,long,169,73,83,13,0.46794871794871795,0.38964729578652735,0.5462501401109086
EUR_USD,H4,200,4,long,145,58,75,12,0.43609022556390975,0.3518104756225256,0.520369975505294
EUR_USD,H4,200,1,short,282,127,130,25,0.49416342412451364,0.4330368687458612,0.555289979503166
EUR_USD,H4,200,2,short,202,91,92,19,0.4972677595628415,0.42482515662154463,0.5697103625041384
EUR_USD,H4,200,3,short,180,82,83,15,0.49696969696969695,0.42067820160985886,0.5732611923295351
EUR_USD,H4,200,4,short,158,74,71,13,0.5103448275862069,0.42897767800810904,0.5917119771643048
GBP_USD,H4,20,1,long,912,438,448,26,0.49435665914221216,0.4614350123799527,0.5272783059044717
GBP_USD,H4,20,2,long,662,316,325,21,0.49297971918876754,0.45427586197010644,0.5316835764074286
GBP_USD,H4,20,3,long,550,261,272,17,0.4896810506566604,0.4472415794965351,0.5321205218167857
GBP_USD,H4,20,4,long,496,234,246,16,0.4875,0.44278330499131224,0.5322166950086877
GBP_USD,H4,20,1,short,911,452,425,34,0.5153933865450399,0.48231682444061075,0.548469948649469
GBP_USD,H4,20,2,short,654,327,305,22,0.5174050632911392,0.4784463818317573,0.5563637447505212
GBP_USD,H4,20,3,short,544,271,254,19,0.5161904761904762,0.47344219868565,0.5589387536953024
GBP_USD,H4,20,4,short,495,244,233,18,0.5115303983228512,0.4666712135907902,0.5563895830549122
GBP_USD,H4,50,1,long,576,270,288,18,0.4838709677419355,0.44240585038269203,0.525336085101179
GBP_USD,H4,50,2,long,403,190,199,14,0.4884318766066838,0.4387572046194862,0.5381065485938814
GBP_USD,H4,50,3,long,350,163,175,12,0.4822485207100592,0.42897715296201067,0.5355198884581077
GBP_USD,H4,50,4,long,311,147,156,8,0.48514851485148514,0.42887382694153614,0.5414232027614342
GBP_USD,H4,50,1,short,575,291,263,21,0.5252707581227437,0.48368776053959167,0.5668537557058957
GBP_USD,H4,50,2,short,424,212,197,15,0.5183374083129584,0.4699121269351772,0.5667626896907395
GBP_USD,H4,50,3,short,359,177,169,13,0.5115606936416185,0.4588896518244492,0.5642317354587878
GBP_USD,H4,50,4,short,312,156,145,11,0.5182724252491694,0.46182389635422155,0.5747209541441173
GBP_USD,H4,100,1,long,420,200,212,8,0.4854368932038835,0.4371762422390099,0.533697544168757
GBP_USD,H4,100,2,long,304,142,155,7,0.4781144781144781,0.4213036109195859,0.5349253453093703
GBP_USD,H4,100,3,long,254,123,126,5,0.4939759036144578,0.431875434773212,0.5560763724557036
GBP_USD,H4,100,4,long,216,106,106,4,0.5,0.43269332366514235,0.5673066763348577
GBP_USD,H4,100,1,short,419,213,196,10,0.5207823960880196,0.47236639158415067,0.5691984005918884
GBP_USD,H4,100,2,short,294,151,138,5,0.5224913494809689,0.46490264296529016,0.5800800559966476
GBP_USD,H4,100,3,short,248,130,113,5,0.5349794238683128,0.4722664264315845,0.5976924213050411
GBP_USD,H4,100,4,short,223,117,103,3,0.5318181818181819,0.46588051232302685,0.5977558513133369
GBP_USD,H4,200,1,long,265,132,127,6,0.5096525096525096,0.44876962078874555,0.5705353985162738
GBP_USD,H4,200,2,long,189,90,94,5,0.4891304347826087,0.41690094977717224,0.5613599197880452
GBP_USD,H4,200,3,long,164,78,81,5,0.49056603773584906,0.41286081750343107,0.568271257968267
GBP_USD,H4,200,4,long,146,71,70,5,0.5035460992907801,0.42101728667452093,0.5860749119070392
GBP_USD,H4,200,1,short,264,137,126,1,0.5209125475285171,0.46053603762899764,0.5812890574280366
GBP_USD,H4,200,2,short,192,98,94,0,0.5104166666666666,0.4397066087525346,0.5811267245807987
GBP_USD,H4,200,3,short,165,85,80,0,0.5151515151515151,0.43889365554701604,0.5914093747560143
GBP_USD,H4,200,4,short,150,77,73,0,0.5133333333333333,0.433345123831812,0.5933215428348546
AUD_USD,H4,20,1,long,917,451,454,12,0.4983425414364641,0.46576641815175196,0.5309186647211762
AUD_USD,H4,20,2,long,669,330,333,6,0.497737556561086,0.45967789996356534,0.5357972131586066
AUD_USD,H4,20,3,long,559,270,284,5,0.48736462093862815,0.445741707448397,0.5289875344288594
AUD_USD,H4,20,4,long,494,239,251,4,0.48775510204081635,0.4434964928241236,0.5320137112575091
AUD_USD,H4,20,1,short,916,445,462,9,0.4906284454244763,0.4580937958008249,0.5231630950481277
AUD_USD,H4,20,2,short,698,345,347,6,0.4985549132947977,0.4613010587461867,0.5358087678434086
AUD_USD,H4,20,3,short,587,293,288,6,0.504302925989673,0.46364718070093514,0.5449586712784108
AUD_USD,H4,20,4,short,518,254,259,5,0.4951267056530214,0.4518607038503535,0.5383927074556893
AUD_USD,H4,50,1,long,580,306,270,4,0.53125,0.4904964973067243,0.5720035026932757
AUD_USD,H4,50,2,long,425,225,197,3,0.533175355450237,0.485574827782064,0.58077588311841
AUD_USD,H4,50,3,long,348,183,162,3,0.5304347826086957,0.4777711901975738,0.5830983750198176
AUD_USD,H4,50,4,long,298,155,141,2,0.5236486486486487,0.46675105357562063,0.5805462437216767
AUD_USD,H4,50,1,short,579,283,292,4,0.49217391304347824,0.451310094432889,0.5330377316540674
AUD_USD,H4,50,2,short,434,210,222,2,0.4861111111111111,0.43897903332900473,0.5332431888932175
AUD_USD,H4,50,3,short,365,175,188,2,0.4820936639118457,0.4306899991286187,0.5334973286950727
AUD_USD,H4,50,4,short,327,155,170,2,0.47692307692307695,0.42262038744400143,0.5312257664021525
AUD_USD,H4,100,1,long,426,214,209,3,0.5059101654846335,0.45826426382552593,0.5535560671437412
AUD_USD,H4,100,2,long,313,159,151,3,0.5129032258064516,0.45726150325062226,0.5685449483622811
AUD_USD,H4,100,3,long,255,135,117,3,0.5357142857142857,0.4741377750412485,0.597290796387323
AUD_USD,H4,100,4,long,231,122,107,2,0.5327510917030568,0.4681299462326822,0.5973722371734314
AUD_USD,H4,100,1,short,426,203,220,3,0.4799054373522459,0.4322947030506121,0.5275161716538797
AUD_USD,H4,100,2,short,340,161,177,2,0.47633136094674555,0.42308614507447434,0.5295765768190167
AUD_USD,H4,100,3,short,263,121,142,0,0.4600760456273764,0.3998396043770412,0.5203124868777116
AUD_USD,H4,100,4,short,231,106,125,0,0.4588744588744589,0.3946136717835126,0.5231352459654052
AUD_USD,H4,200,1,long,299,138,157,4,0.46779661016949153,0.4108572717448064,0.5247359485941766
AUD_USD,H4,200,2,long,210,94,114,2,0.4519230769230769,0.3842871538705724,0.5195589999755814
AUD_USD,H4,200,3,long,170,76,92,2,0.4523809523809524,0.377115988321871,0.5276459164400338
AUD_USD,H4,200,4,long,148,67,79,2,0.4589041095890411,0.3780731499820894,0.5397350691959928
AUD_USD,H4,200,1,short,299,154,141,4,0.5220338983050847,0.46503152156779215,0.5790362750423773
AUD_USD,H4,200,2,short,204,109,92,3,0.5422885572139303,0.47341236206376336,0.6111647523640973
AUD_USD,H4,200,3,short,171,91,77,3,0.5416666666666666,0.4663210125611206,0.6170123207722127
AUD_USD,H4,200,4,short,151,81,68,2,0.5436241610738255,0.46364559111847903,0.623602731029172
USD_CAD,H4,20,1,long,926,426,393,107,0.5201465201465202,0.48593035814741664,0.5543626821456238
USD_CAD,H4,20,2,long,677,307,288,82,0.5159663865546219,0.4758107925723585,0.5561219805368853
USD_CAD,H4,20,3,long,560,247,239,74,0.5082304526748971,0.46378277296240267,0.5526781323873915
USD_CAD,H4,20,4,long,505,220,219,66,0.5011389521640092,0.4543662254422411,0.5479116788857773
USD_CAD,H4,20,1,short,927,401,410,116,0.49445129469790383,0.46004095937961126,0.5288616300161965
USD_CAD,H4,20,2,short,680,291,302,87,0.49072512647554806,0.4504882743191817,0.5309619786319144
USD_CAD,H4,20,3,short,571,245,252,74,0.49295774647887325,0.44900309904910507,0.5369123939086414
USD_CAD,H4,20,4,short,500,212,219,69,0.4918793503480278,0.4446806376292099,0.5390780630668458
USD_CAD,H4,50,1,long,542,264,208,70,0.559322033898305,0.5145324833614229,0.6041115844351872
USD_CAD,H4,50,2,long,398,178,160,60,0.5266272189349113,0.4733978872558115,0.579856550614011
USD_CAD,H4,50,3,long,342,155,135,52,0.5344827586206896,0.47707219535388734,0.5918933218874919
USD_CAD,H4,50,4,long,306,138,124,44,0.5267175572519084,0.4662594536943996,0.5871756608094172
USD_CAD,H4,50,1,short,543,214,258,71,0.4533898305084746,0.4084780975455205,0.4983015634714287
USD_CAD,H4,50,2,short,419,166,190,63,0.46629213483146065,0.41447040344083425,0.518113866222087
USD_CAD,H4,50,3,short,355,141,162,52,0.46534653465346537,0.4091823844418945,0.5215106848650363
USD_CAD,H4,50,4,short,323,128,147,48,0.46545454545454545,0.4064995401459277,0.5244095507631632
USD_CAD,H4,100,1,long,391,175,158,58,0.5255255255255256,0.4718918835100757,0.5791591675409754
USD_CAD,H4,100,2,long,278,121,115,42,0.5127118644067796,0.44893991803129113,0.5764838107822682
USD_CAD,H4,100,3,long,237,106,95,36,0.527363184079602,0.4583429034904799,0.5963834646687242
USD_CAD,H4,100,4,long,208,89,85,34,0.5114942528735632,0.4372202782205812,0.5857682275265452
USD_CAD,H4,100,1,short,391,142,195,54,0.42136498516320475,0.3686453133661003,0.4740846569603092
USD_CAD,H4,100,2,short,301,115,143,43,0.44573643410852715,0.3850846680297985,0.5063882001872558
USD_CAD,H4,100,3,short,255,97,121,37,0.44495412844036697,0.378983612100642,0.5109246447800919
USD_CAD,H4,100,4,short,226,85,108,33,0.44041450777202074,0.37037526397182857,0.5104537515722128
USD_CAD,H4,200,1,long,272,116,108,48,0.5178571428571429,0.4524199114823361,0.5832943742319497
USD_CAD,H4,200,2,long,215,92,90,33,0.5054945054945055,0.43285645868477096,0.57813255230424
USD_CAD,H4,200,3,long,179,72,79,28,0.4768211920529801,0.3971556630595918,0.5564867210463684
USD_CAD,H4,200,4,long,160,63,73,24,0.4632352941176471,0.37942846414750797,0.5470421240877862
USD_CAD,H4,200,1,short,271,111,112,48,0.4977578475336323,0.4321328534119053,0.5633828416553592
USD_CAD,H4,200,2,short,203,84,82,37,0.5060240963855421,0.4299668656612131,0.5820813271098711
USD_CAD,H4,200,3,short,175,69,73,33,0.4859154929577465,0.4037083546765564,0.5681226312389366
USD_CAD,H4,200,4,short,154,60,68,26,0.46875,0.38229876566544146,0.5552012343345585
USD_CHF,H4,20,1,long,911,404,468,39,0.463302752293578,0.43020527041542017,0.4964002341717358
USD_CHF,H4,20,2,long,673,304,336,33,0.475,0.4363105513414833,0.5136894486585166
USD_CHF,H4,20,3,long,566,255,282,29,0.4748603351955307,0.4326237024716368,0.5170969679194246
USD_CHF,H4,20,4,long,511,229,255,27,0.4731404958677686,0.4286593608765382,0.5176216308589989
USD_CHF,H4,20,1,short,911,466,399,46,0.5387283236994219,0.5055074296325694,0.5719492177662744
USD_CHF,H4,20,2,short,663,347,284,32,0.5499207606973059,0.5111025118386485,0.5887390095559633
USD_CHF,H4,20,3,short,551,293,232,26,0.5580952380952381,0.5156142197632994,0.6005762564271768
USD_CHF,H4,20,4,short,492,262,206,24,0.5598290598290598,0.5148540209352551,0.6048040987228646
USD_CHF,H4,50,1,long,608,275,302,31,0.47660311958405543,0.4358498769654764,0.5173563622026345
USD_CHF,H4,50,2,long,437,195,218,24,0.4721549636803874,0.42400715276000744,0.5203027746007673
USD_CHF,H4,50,3,long,373,167,183,23,0.47714285714285715,0.42481441745658327,0.529471296829131
USD_CHF,H4,50,4,long,329,142,167,20,0.459546925566343,0.40397943812958836,0.5151144130030977
USD_CHF,H4,50,1,short,609,305,264,40,0.5360281195079086,0.49505117657968933,0.5770050624361279
USD_CHF,H4,50,2,short,463,232,202,29,0.5345622119815668,0.48763322773281514,0.5814911962303185
USD_CHF,H4,50,3,short,376,189,163,24,0.5369318181818182,0.48484032812587347,0.5890233082377629
USD_CHF,H4,50,4,short,328,168,140,20,0.5454545454545454,0.4898450883405716,0.6010640025685192
USD_CHF,H4,100,1,long,364,176,163,25,0.5191740412979351,0.46598689857085507,0.5723611840250151
USD_CHF,H4,100,2,long,270,131,118,21,0.5261044176706827,0.46408414058401637,0.5881246947573491
USD_CHF,H4,100,3,long,230,105,108,17,0.49295774647887325,0.425815913481537,0.5600995794762095
