pair,tf,period,k,atr_period,direction,n,w,l,t,wr_decisive,ci_low,ci_high
AUD_CHF,H4,200,2.0,14,long,262,116,130,16,0.4715447154471545,0.40916346422109884,0.5339259666732101
AUD_CHF,H4,200,2.5,14,long,233,116,106,11,0.5225225225225225,0.45681599184562854,0.5882290531994165
AUD_CHF,H4,200,1.0,14,short,315,160,153,2,0.5111821086261981,0.4558030879029299,0.5665611293494662
AUD_CHF,H4,200,1.5,14,short,312,174,135,3,0.5631067961165048,0.507802373754845,0.6184112184781646
AUD_CHF,H4,200,2.0,14,short,314,161,150,3,0.5176848874598071,0.4621489566367029,0.5732208182829113
AUD_CHF,H4,200,2.5,14,short,288,164,119,5,0.5795053003533569,0.5219915321458461,0.6370190685608677
AUD_NZD,H4,20,1.0,14,long,750,287,263,200,0.5218181818181818,0.4800706446800473,0.5635657189563164
AUD_NZD,H4,20,1.5,14,long,558,221,188,149,0.5403422982885085,0.492042405047055,0.5886421915299621
AUD_NZD,H4,20,2.0,14,long,343,139,119,85,0.5387596899224806,0.4779311498474297,0.5995882299975315
AUD_NZD,H4,20,2.5,14,long,192,86,71,35,0.5477707006369427,0.46991597246283107,0.6256254288110543
AUD_NZD,H4,20,1.0,14,short,772,310,310,152,0.5,0.4606422528837776,0.5393577471162224
AUD_NZD,H4,20,1.5,14,short,592,244,237,111,0.5072765072765073,0.46259708560715074,0.5519559289458639
AUD_NZD,H4,20,2.0,14,short,406,161,168,77,0.48936170212765956,0.4353447838858349,0.5433786203694843
AUD_NZD,H4,20,2.5,14,short,208,87,85,36,0.5058139534883721,0.4310947058659494,0.5805332011107948
AUD_NZD,H4,50,1.0,14,long,535,194,184,157,0.5132275132275133,0.46283939402743934,0.5636156324275872
AUD_NZD,H4,50,1.5,14,long,487,177,178,132,0.49859154929577465,0.4465787561974721,0.5506043423940772
AUD_NZD,H4,50,2.0,14,long,420,169,145,106,0.5382165605095541,0.4830737429799609,0.5933593780391473
AUD_NZD,H4,50,2.5,14,long,353,153,113,87,0.575187969924812,0.5157835781579596,0.6345923616916644
AUD_NZD,H4,50,1.0,14,short,509,219,195,95,0.5289855072463768,0.4809021345348634,0.5770688799578902
AUD_NZD,H4,50,1.5,14,short,471,181,198,92,0.47757255936675463,0.42728400642070863,0.5278611123128006
AUD_NZD,H4,50,2.0,14,short,420,166,184,70,0.4742857142857143,0.42197183085119955,0.5265995977202291
AUD_NZD,H4,50,2.5,14,short,346,147,140,59,0.5121951219512195,0.4543647598701511,0.5700254840322879
AUD_NZD,H4,100,1.0,14,long,389,122,180,87,0.40397350993377484,0.3486306211316725,0.4593163987358772
AUD_NZD,H4,100,1.5,14,long,387,118,177,92,0.4,0.3440949958275163,0.45590500417248375
AUD_NZD,H4,100,2.0,14,long,359,120,141,98,0.45977011494252873,0.39930630774900844,0.520233922136049
AUD_NZD,H4,100,2.5,14,long,361,138,123,100,0.5287356321839081,0.46817541705162685,0.5892958473161892
AUD_NZD,H4,100,1.0,14,short,350,135,142,73,0.48736462093862815,0.42850093217526114,0.5462283097019951
AUD_NZD,H4,100,1.5,14,short,334,106,151,77,0.41245136186770426,0.35226504148378385,0.47263768225162467
AUD_NZD,H4,100,2.0,14,short,322,108,135,79,0.4444444444444444,0.38196668840685977,0.5069222004820291
AUD_NZD,H4,100,2.5,14,short,292,101,128,63,0.4410480349344978,0.3767395142322547,0.5053565556367409
AUD_NZD,H4,200,1.0,14,long,261,87,116,58,0.42857142857142855,0.3604943930996875,0.4966484640431696
AUD_NZD,H4,200,1.5,14,long,271,78,112,81,0.4105263157894737,0.3405772396924373,0.48047539188651006
AUD_NZD,H4,200,2.0,14,long,245,81,100,64,0.44751381215469616,0.3750734323767955,0.5199541919325967
AUD_NZD,H4,200,2.5,14,long,252,89,101,62,0.46842105263157896,0.39746632126783343,0.5393757839953245
AUD_NZD,H4,200,1.0,14,short,262,111,94,57,0.5414634146341464,0.4732529989855938,0.609673830282699
AUD_NZD,H4,200,1.5,14,short,258,101,104,53,0.4926829268292683,0.4242440873918044,0.5611217662667322
AUD_NZD,H4,200,2.0,14,short,268,98,107,63,0.47804878048780486,0.40966860571705177,0.546428955258558
AUD_NZD,H4,200,2.5,14,short,246,87,105,54,0.453125,0.38271108297867207,0.5235389170213279
AUD_CAD,H4,20,1.0,14,long,739,354,322,63,0.5236686390532544,0.4860185858442299,0.561318692262279
AUD_CAD,H4,20,1.5,14,long,570,289,234,47,0.5525812619502868,0.5099664684668499,0.5951960554337237
AUD_CAD,H4,20,2.0,14,long,348,173,146,29,0.542319749216301,0.487647174568058,0.5969923238645439
AUD_CAD,H4,20,2.5,14,long,223,99,107,17,0.48058252427184467,0.4123541965337786,0.5488108520099108
AUD_CAD,H4,20,1.0,14,short,789,372,361,56,0.5075034106412005,0.4713103608493689,0.5436964604330321
AUD_CAD,H4,20,1.5,14,short,553,266,239,48,0.5267326732673268,0.4831856199622853,0.5702797265723681
AUD_CAD,H4,20,2.0,14,short,341,167,153,21,0.521875,0.4671437893435393,0.5766062106564607
AUD_CAD,H4,20,2.5,14,short,214,116,79,19,0.5948717948717949,0.5259674362476761,0.6637761534959137
AUD_CAD,H4,50,1.0,14,long,594,271,282,41,0.49005424954792043,0.44838865590011306,0.5317198431957277
AUD_CAD,H4,50,1.5,14,long,488,207,245,36,0.4579646017699115,0.41203246661630366,0.5038967369235193
AUD_CAD,H4,50,2.0,14,long,434,212,190,32,0.527363184079602,0.4785584756356355,0.5761678925235685
AUD_CAD,H4,50,2.5,14,long,353,179,148,26,0.5474006116207951,0.49345056608821813,0.6013506571533721
AUD_CAD,H4,50,1.0,14,short,593,273,276,44,0.4972677595628415,0.4554430032538866,0.5390925158717965
AUD_CAD,H4,50,1.5,14,short,528,244,243,41,0.5010266940451745,0.45661874873227426,0.5454346393580748
AUD_CAD,H4,50,2.0,14,short,426,201,199,26,0.5025,0.4535006125038281,0.5514993874961718
AUD_CAD,H4,50,2.5,14,short,338,162,156,20,0.5094339622641509,0.4544880741042141,0.5643798504240878
AUD_CAD,H4,100,1.0,14,long,410,183,204,23,0.4728682170542636,0.42312541424331424,0.522611019865213
AUD_CAD,H4,100,1.5,14,long,398,165,213,20,0.4365079365079365,0.3865102227970618,0.4865056502188112
AUD_CAD,H4,100,2.0,14,long,406,178,210,18,0.4587628865979381,0.40918041960000323,0.508345353595873
AUD_CAD,H4,100,2.5,14,long,393,174,191,28,0.4767123287671233,0.4254724513098516,0.527952206224395
AUD_CAD,H4,100,1.0,14,short,417,166,218,33,0.4322916666666667,0.38274191004874225,0.4818414232845911
AUD_CAD,H4,100,1.5,14,short,423,184,200,39,0.4791666666666667,0.4291996817622339,0.5291336515710995
AUD_CAD,H4,100,2.0,14,short,366,170,169,27,0.5014749262536873,0.44824886406577374,0.5547009884416008
AUD_CAD,H4,100,2.5,14,short,352,161,170,21,0.486404833836858,0.43255907777260993,0.5402505899011061
AUD_CAD,H4,200,1.0,14,long,337,131,193,13,0.404320987654321,0.3508826600136773,0.4577593152949647
AUD_CAD,H4,200,1.5,14,long,343,129,198,16,0.3944954128440367,0.3415215195198299,0.44746930616824354
AUD_CAD,H4,200,2.0,14,long,318,117,179,22,0.3952702702702703,0.3395724818436297,0.45096805869691087
AUD_CAD,H4,200,2.5,14,long,340,149,171,20,0.465625,0.41097095710931464,0.5202790428906854
AUD_CAD,H4,200,1.0,14,short,283,103,138,42,0.42738589211618255,0.3649278073086008,0.4898439769237643
AUD_CAD,H4,200,1.5,14,short,271,103,119,49,0.46396396396396394,0.39836171882217875,0.5295662091057491
AUD_CAD,H4,200,2.0,14,short,255,114,120,21,0.48717948717948717,0.42313594652468955,0.5512230278342848
AUD_CAD,H4,200,2.5,14,short,264,140,104,20,0.5737704918032787,0.5117190296702888,0.6358219539362685
EUR_AUD,H4,20,1.0,14,long,801,378,373,50,0.5033288948069241,0.46756897948991,0.5390888101239382
EUR_AUD,H4,20,1.5,14,long,577,277,264,36,0.512014787430684,0.4698934626787412,0.5541361121826267
EUR_AUD,H4,20,2.0,14,long,389,194,177,18,0.522911051212938,0.47208542887643945,0.5737366735494366
EUR_AUD,H4,20,2.5,14,long,214,105,96,13,0.5223880597014925,0.45333351736759997,0.591442602035385
EUR_AUD,H4,20,1.0,14,short,719,340,330,49,0.5074626865671642,0.46960620080015464,0.5453191723341737
EUR_AUD,H4,20,1.5,14,short,541,258,248,35,0.5098814229249012,0.4663236176065879,0.5534392282432146
EUR_AUD,H4,20,2.0,14,short,425,201,199,25,0.5025,0.4535006125038281,0.5514993874961718
EUR_AUD,H4,20,2.5,14,short,261,116,127,18,0.4773662551440329,0.4145636707124697,0.5401688395755961
EUR_AUD,H4,50,1.0,14,long,567,269,253,45,0.5153256704980843,0.4724523897905916,0.558198951205577
EUR_AUD,H4,50,1.5,14,long,532,249,252,31,0.49700598802395207,0.45322360192745187,0.5407883741204523
EUR_AUD,H4,50,2.0,14,long,462,237,207,18,0.5337837837837838,0.48738132839116494,0.5801862391764026
EUR_AUD,H4,50,2.5,14,long,362,166,177,19,0.4839650145772595,0.4310772064593585,0.5368528226951605
EUR_AUD,H4,50,1.0,14,short,526,242,242,42,0.5,0.45545454545454545,0.5445454545454546
EUR_AUD,H4,50,1.5,14,short,458,223,205,30,0.5210280373831776,0.47369986001535613,0.5683562147509991
EUR_AUD,H4,50,2.0,14,short,425,218,180,27,0.5477386934673367,0.4988401455480625,0.5966372413866109
EUR_AUD,H4,50,2.5,14,short,363,181,153,29,0.5419161676646707,0.48848171392191037,0.5953506214074309
EUR_AUD,H4,100,1.0,14,long,436,226,177,33,0.5607940446650124,0.5123389602058831,0.6092491291241416
EUR_AUD,H4,100,1.5,14,long,368,188,164,16,0.5340909090909091,0.4819782870981357,0.5862035310836824
EUR_AUD,H4,100,2.0,14,long,339,167,154,18,0.5202492211838006,0.4655958294819493,0.5749026128856519
EUR_AUD,H4,100,2.5,14,long,345,156,172,17,0.47560975609756095,0.4215627267339341,0.5296567854611879
EUR_AUD,H4,100,1.0,14,short,404,193,195,16,0.49742268041237114,0.4476713792876186,0.5471739815371237
EUR_AUD,H4,100,1.5,14,short,389,195,165,29,0.5416666666666666,0.49019578613009646,0.5931375472032367
EUR_AUD,H4,100,2.0,14,short,341,167,148,26,0.5301587301587302,0.47504252171266137,0.585274938604799
EUR_AUD,H4,100,2.5,14,short,340,165,149,26,0.5254777070063694,0.47024495209994205,0.5807104619127967
EUR_AUD,H4,200,1.0,14,long,264,121,134,9,0.4745098039215686,0.41321962558192815,0.5357999822612091
EUR_AUD,H4,200,1.5,14,long,278,142,124,12,0.5338345864661654,0.47388466325117695,0.5937845096811539
EUR_AUD,H4,200,2.0,14,long,273,143,118,12,0.5478927203065134,0.4875111598060281,0.6082742808069986
EUR_AUD,H4,200,2.5,14,long,263,136,107,20,0.5596707818930041,0.49725304704436046,0.6220885167416478
EUR_AUD,H4,200,1.0,14,short,304,146,132,26,0.5251798561151079,0.4664779408788517,0.583881771351364
EUR_AUD,H4,200,1.5,14,short,294,139,131,24,0.5148148148148148,0.45520009967637404,0.5744295299532557
EUR_AUD,H4,200,2.0,14,short,297,142,123,32,0.5358490566037736,0.4758030695387574,0.5958950436687898
EUR_AUD,H4,200,2.5,14,short,266,132,109,25,0.5477178423236515,0.4848786315256953,0.6105570531216077
EUR_CAD,H4,20,1.0,14,long,723,337,294,92,0.5340729001584786,0.4951504072549616,0.5729953930619957
EUR_CAD,H4,20,1.5,14,long,572,277,225,70,0.5517928286852589,0.5082885833658274,0.5952970740046905
EUR_CAD,H4,20,2.0,14,long,396,177,165,54,0.5175438596491229,0.46458415949513093,0.5705035598031148
EUR_CAD,H4,20,2.5,14,long,253,122,97,34,0.5570776255707762,0.491288262545142,0.6228669885964104
EUR_CAD,H4,20,1.0,14,short,774,340,336,98,0.5029585798816568,0.4652669320513572,0.5406502277119564
EUR_CAD,H4,20,1.5,14,short,589,261,241,87,0.5199203187250996,0.47621550529867196,0.5636251321515272
EUR_CAD,H4,20,2.0,14,short,414,196,170,48,0.5355191256830601,0.48442312139081123,0.5866151299753091
EUR_CAD,H4,20,2.5,14,short,271,131,115,25,0.532520325203252,0.4701701068542811,0.5948705435522229
EUR_CAD,H4,50,1.0,14,long,583,289,218,76,0.5700197238658777,0.5269252780127669,0.6131141697189886
EUR_CAD,H4,50,1.5,14,long,500,258,183,59,0.5850340136054422,0.5390471717965994,0.6310208554142849
EUR_CAD,H4,50,2.0,14,long,421,200,155,66,0.5633802816901409,0.5117868531891596,0.6149737101911221
EUR_CAD,H4,50,2.5,14,long,338,157,131,50,0.5451388888888888,0.487627638000021,0.6026501397777566
EUR_CAD,H4,50,1.0,14,short,579,246,258,75,0.4880952380952381,0.44445494354258896,0.5317355326478872
EUR_CAD,H4,50,1.5,14,short,486,214,206,66,0.5095238095238095,0.4617133814036071,0.5573342376440118
EUR_CAD,H4,50,2.0,14,short,419,200,161,58,0.554016620498615,0.5027395501500865,0.6052936908471435
EUR_CAD,H4,50,2.5,14,short,349,159,140,50,0.5317725752508361,0.4752122538214233,0.5883328966802489
EUR_CAD,H4,100,1.0,14,long,443,211,163,69,0.5641711229946524,0.5139156114580895,0.6144266345312154
EUR_CAD,H4,100,1.5,14,long,400,204,127,69,0.6163141993957704,0.5639262951691604,0.6687021036223804
EUR_CAD,H4,100,2.0,14,long,346,175,124,47,0.5852842809364549,0.5294399418072995,0.6411286200656103
EUR_CAD,H4,100,2.5,14,long,305,151,111,43,0.5763358778625954,0.5165010429099712,0.6361707128152196
EUR_CAD,H4,100,1.0,14,short,440,208,178,54,0.538860103626943,0.4891302955695844,0.5885899116843017
EUR_CAD,H4,100,1.5,14,short,397,187,161,49,0.5373563218390804,0.4849696333030595,0.5897430103751015
EUR_CAD,H4,100,2.0,14,short,366,165,162,39,0.5045871559633027,0.4503953128830701,0.5587789990435353
EUR_CAD,H4,100,2.5,14,short,333,160,137,36,0.5387205387205387,0.48202594175662195,0.5954151356844555
EUR_CAD,H4,200,1.0,14,long,309,133,118,58,0.5298804780876494,0.4681339826488117,0.5916269735264871
EUR_CAD,H4,200,1.5,14,long,278,128,97,53,0.5688888888888889,0.5041786286855564,0.6335991490922214
EUR_CAD,H4,200,2.0,14,long,282,145,82,55,0.6387665198237885,0.5762768524631796,0.7012561871843974
EUR_CAD,H4,200,2.5,14,long,270,140,75,55,0.6511627906976745,0.5874549286434164,0.7148706527519325
EUR_CAD,H4,200,1.0,14,short,315,140,148,27,0.4861111111111111,0.42838634056944686,0.5438358816527754
EUR_CAD,H4,200,1.5,14,short,322,162,127,33,0.5605536332179931,0.5033308898377808,0.6177763765982054
EUR_CAD,H4,200,2.0,14,short,283,145,110,28,0.5686274509803921,0.5078382906770276,0.6294166112837567
EUR_CAD,H4,200,2.5,14,short,297,168,103,26,0.6199261992619927,0.5621331794017923,0.677719219122193
EUR_CHF,H4,20,1.0,14,long,776,223,245,308,0.47649572649572647,0.43124529077212137,0.5217461622193316
EUR_CHF,H4,20,1.5,14,long,569,172,192,205,0.4725274725274725,0.421239109996701,0.523815835058244
EUR_CHF,H4,20,2.0,14,long,337,94,122,121,0.4351851851851852,0.36906724933690516,0.5013031210334652
EUR_CHF,H4,20,2.5,14,long,208,73,75,60,0.49324324324324326,0.41269509512302077,0.5737913913634657
EUR_CHF,H4,20,1.0,14,short,731,237,235,259,0.5021186440677966,0.4570108927422901,0.5472263953933031
EUR_CHF,H4,20,1.5,14,short,479,168,159,152,0.5137614678899083,0.45958787429430836,0.5679350614855082
EUR_CHF,H4,20,2.0,14,short,320,118,114,88,0.5086206896551724,0.44429010130752505,0.5729512780028196
EUR_CHF,H4,20,2.5,14,short,191,76,59,56,0.562962962962963,0.4792894080540866,0.6466365178718394
EUR_CHF,H4,50,1.0,14,long,616,194,186,236,0.5105263157894737,0.46026451858957723,0.5607881129893701
EUR_CHF,H4,50,1.5,14,long,521,153,171,197,0.4722222222222222,0.4178618619120395,0.526582582532405
EUR_CHF,H4,50,2.0,14,long,470,123,150,197,0.45054945054945056,0.39152794465461277,0.5095709564442883
EUR_CHF,H4,50,2.5,14,long,353,88,121,144,0.42105263157894735,0.3541149504386748,0.4879903127192199
EUR_CHF,H4,50,1.0,14,short,509,172,168,169,0.5058823529411764,0.4527380689625484,0.5590266369198045
EUR_CHF,H4,50,1.5,14,short,434,168,131,135,0.5618729096989966,0.5056336522905224,0.6181121671074709
EUR_CHF,H4,50,2.0,14,short,345,118,111,116,0.5152838427947598,0.45055388245968736,0.5800138031298322
EUR_CHF,H4,50,2.5,14,short,318,117,113,88,0.508695652173913,0.44408613881300163,0.5733051655348244
EUR_CHF,H4,100,1.0,14,long,456,153,116,187,0.5687732342007435,0.5095895002925276,0.6279569681089595
EUR_CHF,H4,100,1.5,14,long,466,162,133,171,0.5491525423728814,0.49237110591172534,0.6059339788340374
EUR_CHF,H4,100,2.0,14,long,387,135,113,139,0.5443548387096774,0.4823701169434553,0.6063395604758995
EUR_CHF,H4,100,2.5,14,long,330,102,99,129,0.5074626865671642,0.4383465158922829,0.5765788572420455
EUR_CHF,H4,100,1.0,14,short,364,137,118,109,0.5372549019607843,0.4760555127266657,0.5984542911949029
EUR_CHF,H4,100,1.5,14,short,331,115,110,106,0.5111111111111111,0.44579391145707875,0.5764283107651433
EUR_CHF,H4,100,2.0,14,short,290,101,88,101,0.5343915343915344,0.46327585095371154,0.6055072178293572
EUR_CHF,H4,100,2.5,14,short,250,87,74,89,0.5403726708074534,0.4633900409085211,0.6173553007063858
EUR_CHF,H4,200,1.0,14,long,309,111,84,114,0.5692307692307692,0.49972749140239714,0.6387340470591413
EUR_CHF,H4,200,1.5,14,long,298,102,71,125,0.5895953757225434,0.5162933162019762,0.6628974352431106
EUR_CHF,H4,200,2.0,14,long,291,79,75,137,0.512987012987013,0.43404300578267485,0.5919310201913511
EUR_CHF,H4,200,2.5,14,long,282,88,77,117,0.5333333333333333,0.4572101653728714,0.6094565012937952
EUR_CHF,H4,200,1.0,14,short,294,114,78,102,0.59375,0.5242789352237507,0.6632210647762493
EUR_CHF,H4,200,1.5,14,short,286,110,78,98,0.5851063829787234,0.5146755310900896,0.6555372348673573
EUR_CHF,H4,200,2.0,14,short,247,90,58,99,0.6081081081081081,0.5294581039780042,0.686758112238212
EUR_CHF,H4,200,2.5,14,short,222,77,45,100,0.6311475409836066,0.5455289759439557,0.7167661060232575
EUR_NZD,H4,20,1.0,14,long,763,400,328,35,0.5494505494505495,0.513307406127294,0.585593692773805
EUR_NZD,H4,20,1.5,14,long,547,293,230,24,0.5602294455066922,0.5176890751805455,0.6027698158328388
EUR_NZD,H4,20,2.0,14,long,365,181,170,14,0.5156695156695157,0.4633866787528227,0.5679523525862087
EUR_NZD,H4,20,2.5,14,long,219,107,99,13,0.5194174757281553,0.45118914799008925,0.5876458034662214
EUR_NZD,H4,20,1.0,14,short,771,394,351,26,0.5288590604026846,0.49301449399077835,0.5647036268145909
EUR_NZD,H4,20,1.5,14,short,568,268,274,26,0.4944649446494465,0.4523729196200209,0.5365569696788721
EUR_NZD,H4,20,2.0,14,short,406,190,192,24,0.4973821989528796,0.4472417241910826,0.5475226737146767
EUR_NZD,H4,20,2.5,14,short,268,129,129,10,0.5,0.43898786497626036,0.5610121350237397
EUR_NZD,H4,50,1.0,14,long,596,307,255,34,0.5462633451957295,0.5051018752310042,0.5874248151604547
EUR_NZD,H4,50,1.5,14,long,516,257,233,26,0.5244897959183673,0.48027104470144943,0.5687085471352852
EUR_NZD,H4,50,2.0,14,long,437,229,189,19,0.5478468899521531,0.500133497974229,0.5955602819300773
EUR_NZD,H4,50,2.5,14,long,356,191,147,18,0.5650887573964497,0.5122373724918062,0.6179401423010932
EUR_NZD,H4,50,1.0,14,short,537,270,249,18,0.5202312138728323,0.47724921680402166,0.563213210941643
EUR_NZD,H4,50,1.5,14,short,490,240,233,17,0.507399577167019,0.46234406388611343,0.5524550904479245
EUR_NZD,H4,50,2.0,14,short,441,202,217,22,0.4821002386634845,0.43425479472771883,0.5299456825992502
EUR_NZD,H4,50,2.5,14,short,342,144,177,21,0.4485981308411215,0.3941896748059837,0.5030065868762592
EUR_NZD,H4,100,1.0,14,long,423,220,185,18,0.5432098765432098,0.49469546799553504,0.5917242850908846
EUR_NZD,H4,100,1.5,14,long,402,198,190,14,0.5103092783505154,0.46056789278164106,0.5600506639193897
EUR_NZD,H4,100,2.0,14,long,364,170,179,15,0.4871060171919771,0.43466526564425606,0.5395467687396981
EUR_NZD,H4,100,2.5,14,long,319,129,174,16,0.42574257425742573,0.37006739706560043,0.48141775144925103
EUR_NZD,H4,100,1.0,14,short,425,209,202,14,0.5085158150851582,0.460182991597616,0.5568486385727004
EUR_NZD,H4,100,1.5,14,short,396,184,200,12,0.4791666666666667,0.4291996817622339,0.5291336515710995
EUR_NZD,H4,100,2.0,14,short,372,180,178,14,0.5027932960893855,0.4509994949378815,0.5545870972408895
EUR_NZD,H4,100,2.5,14,short,338,168,154,16,0.5217391304347826,0.4671775093631991,0.5763007515063662
EUR_NZD,H4,200,1.0,14,long,275,133,132,10,0.5018867924528302,0.4416862996334751,0.5620872852721853
EUR_NZD,H4,200,1.5,14,long,277,123,138,16,0.47126436781609193,0.4107041526838107,0.5318245829483731
EUR_NZD,H4,200,2.0,14,long,277,122,134,21,0.4765625,0.41537982826462455,0.5377451717353755
EUR_NZD,H4,200,2.5,14,long,250,93,141,16,0.3974358974358974,0.3347336199226933,0.46013817494910153
EUR_NZD,H4,200,1.0,14,short,300,113,179,8,0.386986301369863,0.33112030723779046,0.44285229550193556
EUR_NZD,H4,200,1.5,14,short,301,116,170,15,0.40559440559440557,0.34868808883507146,0.4625007223537397
EUR_NZD,H4,200,2.0,14,short,300,122,165,13,0.4250871080139373,0.3678924965997704,0.48228171942810416
EUR_NZD,H4,200,2.5,14,short,294,124,159,11,0.4381625441696113,0.3803548265455637,0.49597026179365894
EUR_CZK,H4,20,1.0,14,long,649,129,145,375,0.4708029197080292,0.41169997990508217,0.5299058595109761
EUR_CZK,H4,20,1.5,14,long,408,79,102,227,0.43646408839779005,0.3642117611004626,0.5087164156951175
EUR_CZK,H4,20,2.0,14,long,250,64,49,137,0.5663716814159292,0.4749968827311649,0.6577464801006935
EUR_CZK,H4,20,2.5,14,long,120,26,27,67,0.49056603773584906,0.35597664827997205,0.6251554271917261
EUR_CZK,H4,20,1.0,14,short,581,142,135,304,0.5126353790613718,0.4537716902980048,0.5714990678247388
EUR_CZK,H4,20,1.5,14,short,390,89,97,204,0.478494623655914,0.4067040331675168,0.5502852141443112
EUR_CZK,H4,20,2.0,14,short,212,57,61,94,0.4830508474576271,0.3928863833633648,0.5732153115518894
EUR_CZK,H4,20,2.5,14,short,112,30,40,42,0.42857142857142855,0.31264041460191305,0.544502442540944
EUR_CZK,H4,50,1.0,14,long,513,103,127,283,0.44782608695652176,0.3835595660030747,0.5120926079099688
EUR_CZK,H4,50,1.5,14,long,446,89,117,240,0.4320388349514563,0.36439267082173565,0.4996849990811769
EUR_CZK,H4,50,2.0,14,long,340,72,73,195,0.496551724137931,0.41516908932806706,0.577934358947795
EUR_CZK,H4,50,2.5,14,long,288,57,60,171,0.48717948717948717,0.3966082434030797,0.5777507309558946
EUR_CZK,H4,50,1.0,14,short,447,105,82,260,0.5614973262032086,0.49037675479097687,0.6326178976154403
EUR_CZK,H4,50,1.5,14,short,375,74,91,210,0.4484848484848485,0.37259796614757096,0.524371730822126
EUR_CZK,H4,50,2.0,14,short,280,66,74,140,0.4714285714285714,0.388738789714021,0.5541183531431219
EUR_CZK,H4,50,2.5,14,short,193,51,54,88,0.4857142857142857,0.39011512253803193,0.5813134488905395
EUR_CZK,H4,100,1.0,14,long,413,70,96,247,0.42168674698795183,0.3465627691623256,0.4968107248135781
EUR_CZK,H4,100,1.5,14,long,379,66,83,230,0.4429530201342282,0.36319255412993806,0.5227134861385183
EUR_CZK,H4,100,2.0,14,long,318,60,69,189,0.46511627906976744,0.37904234037940965,0.5511902177601252
EUR_CZK,H4,100,2.5,14,long,277,43,75,159,0.3644067796610169,0.27757115757789164,0.4512424017441422
EUR_CZK,H4,100,1.0,14,short,373,69,76,228,0.47586206896551725,0.39457238979399556,0.5571517481370389
EUR_CZK,H4,100,1.5,14,short,294,63,54,177,0.5384615384615384,0.4481289545038504,0.6287941224192265
EUR_CZK,H4,100,2.0,14,short,246,54,55,137,0.4954128440366973,0.40154981846593446,0.58927586960746
EUR_CZK,H4,100,2.5,14,short,231,53,53,125,0.5,0.4048139854889881,0.5951860145110119
EUR_CZK,H4,200,1.0,14,long,290,40,71,179,0.36036036036036034,0.27104405019501443,0.44967667052570626
EUR_CZK,H4,200,1.5,14,long,289,43,75,171,0.3644067796610169,0.27757115757789164,0.4512424017441422
EUR_CZK,H4,200,2.0,14,long,266,37,57,172,0.39361702127659576,0.2948521320830631,0.4923819104701284
EUR_CZK,H4,200,2.5,14,long,224,32,53,139,0.3764705882352941,0.2734697861263271,0.4794713903442611
EUR_CZK,H4,200,1.0,14,short,247,43,52,152,0.45263157894736844,0.3525379205179121,0.5527252373768248
EUR_CZK,H4,200,1.5,14,short,220,35,52,133,0.40229885057471265,0.29925718111513894,0.5053405200342863
EUR_CZK,H4,200,2.0,14,short,197,39,55,103,0.4148936170212766,0.3152893510708798,0.5144978829716733
EUR_CZK,H4,200,2.5,14,short,215,47,60,108,0.4392523364485981,0.34521399540997605,0.5332906774872201
CAD_JPY,H4,20,1.0,14,long,750,363,380,7,0.48855989232839836,0.4526165911853718,0.5245031934714249
CAD_JPY,H4,20,1.5,14,long,576,284,288,4,0.4965034965034965,0.45552863992912185,0.5374783530778712
CAD_JPY,H4,20,2.0,14,long,410,208,198,4,0.5123152709359606,0.46369344283179964,0.5609370990401216
CAD_JPY,H4,20,2.5,14,long,282,135,144,3,0.4838709677419355,0.42523043640710134,0.5425114990767697
CAD_JPY,H4,20,1.0,14,short,770,362,395,13,0.47820343461030385,0.44261858906023444,0.5137882801603733
CAD_JPY,H4,20,1.5,14,short,618,314,290,14,0.5198675496688742,0.4800234070078219,0.5597116923299263
CAD_JPY,H4,20,2.0,14,short,447,213,225,9,0.4863013698630137,0.43949273597865934,0.533110003747368
CAD_JPY,H4,20,2.5,14,short,309,153,149,7,0.5066225165562914,0.4502348001915866,0.5630102329209962
CAD_JPY,H4,50,1.0,14,long,510,253,252,5,0.500990099009901,0.4573807568802655,0.5445994411395364
CAD_JPY,H4,50,1.5,14,long,460,213,243,4,0.46710526315789475,0.42131198375257495,0.5128985425632145
CAD_JPY,H4,50,2.0,14,long,384,189,190,5,0.49868073878627966,0.4483416953125097,0.5490197822600495
CAD_JPY,H4,50,2.5,14,long,351,162,185,4,0.4668587896253602,0.41436532584319125,0.5193522534075292
CAD_JPY,H4,50,1.0,14,short,549,268,273,8,0.4953789279112754,0.4532472365342727,0.5375106192882781
CAD_JPY,H4,50,1.5,14,short,505,257,239,9,0.5181451612903226,0.4741708477379288,0.5621194748427165
CAD_JPY,H4,50,2.0,14,short,494,252,234,8,0.5185185185185185,0.4740953157502849,0.562941721286752
CAD_JPY,H4,50,2.5,14,short,439,235,194,10,0.5477855477855478,0.500687280590277,0.5948838149808185
CAD_JPY,H4,100,1.0,14,long,413,190,221,2,0.46228710462287104,0.4140849694957165,0.5104892397500256
CAD_JPY,H4,100,1.5,14,long,373,168,202,3,0.4540540540540541,0.40332184062589704,0.5047862674822111
CAD_JPY,H4,100,2.0,14,long,341,164,171,6,0.48955223880597015,0.4360208094157059,0.5430836681962343
CAD_JPY,H4,100,2.5,14,long,313,159,149,5,0.5162337662337663,0.4604225234960537,0.5720450089714788
CAD_JPY,H4,100,1.0,14,short,377,175,200,2,0.4666666666666667,0.41617226947105546,0.5171610638622779
