pair,tf,period,k,atr_period,direction,n,w,l,t,wr_decisive,ci_low,ci_high
USD_SEK,H4,100,1.0,14,short,377,166,209,2,0.44266666666666665,0.3923934867007894,0.4929398466325439
USD_SEK,H4,100,1.5,14,short,385,159,226,0,0.412987012987013,0.3638037023361274,0.4621703236378986
USD_SEK,H4,100,2.0,14,short,341,130,210,1,0.38235294117647056,0.33069714981093407,0.43400873254200706
USD_SEK,H4,100,2.5,14,short,306,131,174,1,0.42950819672131146,0.37395403684626244,0.4850623565963605
USD_SEK,H4,200,1.0,14,long,243,139,103,1,0.5743801652892562,0.5120843269225588,0.6366760036559536
USD_SEK,H4,200,1.5,14,long,258,148,110,0,0.5736434108527132,0.5132966849278097,0.6339901367776167
USD_SEK,H4,200,2.0,14,long,243,128,115,0,0.5267489711934157,0.46397197000051255,0.5895259723863189
USD_SEK,H4,200,2.5,14,long,228,114,113,1,0.5022026431718062,0.43715838978640054,0.5672468965572118
USD_SEK,H4,200,1.0,14,short,268,118,150,0,0.44029850746268656,0.3808637474425063,0.49973326748286684
USD_SEK,H4,200,1.5,14,short,248,106,142,0,0.4274193548387097,0.365848433134413,0.48899027654300636
USD_SEK,H4,200,2.0,14,short,234,97,137,0,0.41452991452991456,0.3514082509919984,0.4776515780678307
USD_SEK,H4,200,2.5,14,short,234,95,138,1,0.40772532188841204,0.34462616800908213,0.47082447576774195
AUD_CHF,H4,20,1.0,14,long,775,378,374,23,0.5026595744680851,0.46692315711322885,0.5383959918229413
AUD_CHF,H4,20,1.5,14,long,572,265,284,23,0.48269581056466304,0.44089548525476047,0.5244961358745656
AUD_CHF,H4,20,2.0,14,long,372,176,185,11,0.48753462603878117,0.4359717104078511,0.5390975416697112
AUD_CHF,H4,20,2.5,14,long,251,112,128,11,0.4666666666666667,0.4035486701721527,0.5297846631611807
AUD_CHF,H4,20,1.0,14,short,797,402,380,15,0.5140664961636828,0.47903563879860245,0.5490973535287632
AUD_CHF,H4,20,1.5,14,short,595,313,270,12,0.5368782161234992,0.4964013118147725,0.5773551204322258
AUD_CHF,H4,20,2.0,14,short,357,189,163,5,0.5369318181818182,0.48484032812587347,0.5890233082377629
AUD_CHF,H4,20,2.5,14,short,220,134,84,2,0.6146788990825688,0.5500743093059698,0.6792834888591678
AUD_CHF,H4,50,1.0,14,long,555,243,283,29,0.4619771863117871,0.41937088742189954,0.5045834852016746
AUD_CHF,H4,50,1.5,14,long,480,216,244,20,0.46956521739130436,0.4239572085087234,0.5151732262738853
AUD_CHF,H4,50,2.0,14,long,429,211,196,22,0.5184275184275184,0.46988372390180444,0.5669713129532324
AUD_CHF,H4,50,2.5,14,long,357,187,154,16,0.5483870967741935,0.49556621260941136,0.6012079809389757
AUD_CHF,H4,50,1.0,14,short,578,305,266,7,0.5341506129597198,0.4932346622290867,0.5750665636903529
AUD_CHF,H4,50,1.5,14,short,543,295,243,5,0.5483271375464684,0.5062741550275006,0.5903801200654363
AUD_CHF,H4,50,2.0,14,short,455,238,214,3,0.5265486725663717,0.48051837479762727,0.5725789703351162
AUD_CHF,H4,50,2.5,14,short,354,176,171,7,0.5072046109510087,0.4546009162850452,0.5598083056169721
AUD_CHF,H4,100,1.0,14,long,431,220,194,17,0.5314009661835749,0.48333166981321374,0.5794702625539361
AUD_CHF,H4,100,1.5,14,long,404,218,171,15,0.5604113110539846,0.5110873471377089,0.6097352749702603
AUD_CHF,H4,100,2.0,14,long,372,212,152,8,0.5824175824175825,0.5317542537458665,0.6330809110892984
AUD_CHF,H4,100,2.5,14,long,311,163,138,10,0.5415282392026578,0.4852371472444618,0.5978193311608537
AUD_CHF,H4,100,1.0,14,short,409,181,220,8,0.4513715710723192,0.4026647102208044,0.5000784319238339
AUD_CHF,H4,100,1.5,14,short,384,189,187,8,0.5026595744680851,0.45212064837422217,0.553198500561948
AUD_CHF,H4,100,2.0,14,short,364,188,167,9,0.5295774647887324,0.47765554977565,0.5814993798018148
AUD_CHF,H4,100,2.5,14,short,339,169,165,5,0.5059880239520959,0.45236865535800597,0.5596073925461857
AUD_CHF,H4,200,1.0,14,long,322,182,130,10,0.5833333333333334,0.5286277629570049,0.6380389037096619
AUD_CHF,H4,200,1.5,14,long,292,155,124,13,0.5555555555555556,0.49724778205004083,0.6138633290610703
