tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,multiplier,direction,total_n
251,0.09774218306832153,0.06088042982296631,-0.021583459384692444,0.2170678255213355,108,0.23707824552017676,0.09303698563622669,0.05472575367317245,0.41943073736718106,USD_CHF,7,2.0,short,359
348,0.07877008867160984,0.051954363295534656,-0.023060463387638078,0.18060064073085774,150,0.15825838316626648,0.08034579230498111,0.0007806302485034999,0.31573613608402945,USD_CHF,21,1.5,short,498
346,0.06908684108692588,0.05135558561463845,-0.031570106717765486,0.16974378889161723,149,0.16761905095153934,0.07832680069614632,0.014098521587092544,0.3211395803159861,CHF_JPY,10,1.5,long,495
