tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,multiplier,direction,total_n
358,-0.06295406895889084,0.05118280949063404,-0.16327237556053356,0.037364237642751874,154,0.01449375265662423,0.07923852176060234,-0.14081374999415636,0.1698012553074048,EUR_USD,21,1.5,short,512
263,0.032469438964178525,0.05905346175430915,-0.0832753460742674,0.14821422400262446,113,0.07037818793948801,0.09200982487720459,-0.10996106881983299,0.250717444698809,EUR_USD,21,2.0,long,376
262,-0.06363947312359382,0.06019250438313985,-0.18161678171454793,0.054337835467360276,113,-0.0316087015289664,0.09255729381928564,-0.21302099741476627,0.14980359435683344,EUR_USD,21,2.0,short,375
197,-0.050344748440491374,0.06871450729195211,-0.1850251827327175,0.08433568585173475,85,0.1081118704492539,0.10689428579411003,-0.10140092970720176,0.31762467060570954,EUR_USD,21,2.5,long,282
196,0.04303872310240978,0.0696108786800914,-0.09339859911056936,0.1794760453153889,85,-0.046001017128782365,0.10681102227090622,-0.25535062077975856,0.1633485865221938,EUR_USD,21,2.5,short,281
160,-0.1026383711015341,0.0749705279920192,-0.2495806059658917,0.04430386376282351,69,0.11314709239351876,0.11751990977274417,-0.11719193076105978,0.3434861155480973,EUR_USD,21,3.0,long,229
159,0.03144872890265275,0.07667672979715257,-0.11883766149976628,0.1817351193050718,69,-0.06902486914369506,0.11614228300131492,-0.2966637438262723,0.15861400553888216,EUR_USD,21,3.0,short,228
366,-0.017717802157719228,0.05159468531129718,-0.1188433853678617,0.08340778105242323,157,0.06380854804470765,0.07801468741562012,-0.08910023928990779,0.21671733537932308,GBP_USD,7,1.5,long,523
365,0.003033422077548309,0.05190901553160971,-0.09870824836440673,0.10477509251950334,157,0.034380570870777304,0.07865047827397194,-0.11977436654620768,0.1885355082877623,GBP_USD,7,1.5,short,522
260,-0.02798449958736214,0.061266781666567294,-0.14806739165383404,0.09209839247910975,112,0.0021978649145369916,0.09310778460937787,-0.18029339291984361,0.1846891227489176,GBP_USD,7,2.0,long,372
259,0.06976400448681891,0.061426597935594754,-0.0506321274669468,0.1901601364405846,112,-0.08407781348638262,0.0925109483372142,-0.26539927222732246,0.09724364525455721,GBP_USD,7,2.0,short,371
193,0.08304494879775148,0.07088308985059366,-0.05588590730941209,0.22197580490491506,84,-0.009596171816523688,0.10688309271755955,-0.21908703354294043,0.19989468990989304,GBP_USD,7,2.5,long,277
193,0.0771729691542746,0.07102135449726898,-0.062028885660372596,0.2163748239689218,83,-0.021563830665129877,0.10838316006005976,-0.233994824382847,0.19086716305258725,GBP_USD,7,2.5,short,276
155,0.1047042189634842,0.07924508344479773,-0.05061614458831937,0.26002458251528776,67,-0.041016854221054874,0.12088737740326776,-0.2779561139314597,0.19592240548934992,GBP_USD,7,3.0,long,222
154,0.017383560594935694,0.08048734116163035,-0.1403716280818598,0.1751387492717312,67,-0.04254224474685983,0.1197062787561,-0.27716655110881583,0.19208206161509617,GBP_USD,7,3.0,short,221
366,-0.03179412402801086,0.05164702223326028,-0.13302228760520102,0.06943403954917929,158,0.05746853321153031,0.07780878764279335,-0.09503669056834466,0.20997375699140527,GBP_USD,10,1.5,long,524
366,-0.0007025425068026211,0.05171497743736912,-0.1020638982840461,0.10065881327044085,157,0.04711942437396203,0.07860815796563739,-0.10695256523868726,0.2011914139866113,GBP_USD,10,1.5,short,523
261,-0.028559068213973613,0.06125935165722012,-0.14862739746212505,0.09150926103417782,113,-0.010644994832481458,0.0924135377737179,-0.19177552886896854,0.1704855392040056,GBP_USD,10,2.0,long,374
261,0.07042785830373807,0.06124444872453091,-0.0496112611963425,0.19046697780381866,112,-0.024984966028589534,0.09301249524887581,-0.20728945671638613,0.15731952465920704,GBP_USD,10,2.0,short,373
192,0.036602474572739775,0.07126735690083695,-0.10308154495290064,0.17628649409838018,83,-0.040734733851757764,0.10786550963583202,-0.2521511327379885,0.170681665034473,GBP_USD,10,2.5,long,275
191,0.08643072381691276,0.0716818493417859,-0.05406570089298761,0.22692714852681312,83,-0.021563830665129884,0.10838316006005976,-0.233994824382847,0.19086716305258725,GBP_USD,10,2.5,short,274
151,0.09423280754529835,0.08035704923522216,-0.06326700895573707,0.2517326240463338,65,-0.0200571500680388,0.12277558944066116,-0.2606973053717347,0.22058300523565708,GBP_USD,10,3.0,long,216
150,0.04451378887746731,0.08148206279869606,-0.11519105420797696,0.2042186319629116,65,-0.05515449109823083,0.1222963488988772,-0.29485533494003013,0.18454635274356845,GBP_USD,10,3.0,short,215
364,-0.039433003299199784,0.051838115557077125,-0.14103570979107094,0.06216970319267137,157,0.051465148072750246,0.07807254822246457,-0.10155704644328031,0.2044873425887808,GBP_USD,14,1.5,long,521
364,0.02175536745064141,0.051832417072086336,-0.0798361700106478,0.12334690491193062,156,0.015370189914820753,0.07893357949394109,-0.13933962589330376,0.17008000572294527,GBP_USD,14,1.5,short,520
258,-0.03276711939475625,0.061599087650674116,-0.15350133119007753,0.08796709240056501,111,-0.009968800523437755,0.09325414570969892,-0.19274692611444766,0.17280932506757213,GBP_USD,14,2.0,long,369
257,0.08403173850518708,0.061536543375396324,-0.036579886510589715,0.20464336352096388,111,-0.01593019491018852,0.09344016649421301,-0.199072921238846,0.16721253141846898,GBP_USD,14,2.0,short,368
193,0.06231956019671522,0.07099368816857056,-0.07682806861368308,0.20146718900711352,83,-0.08892750493609512,0.10751169007712326,-0.2996504174872567,0.12179540761506645,GBP_USD,14,2.5,long,276
192,0.03768988947655441,0.0716603240415102,-0.10276434564480558,0.1781441245979144,83,-0.022970436767968845,0.10828423212903246,-0.23520753174087244,0.18926665820493477,GBP_USD,14,2.5,short,275
147,0.05598063904312959,0.08166592413771953,-0.1040845722668007,0.21604585035305987,64,-0.06724554303785191,0.12344663782205192,-0.3092009531690737,0.17470986709336986,GBP_USD,14,3.0,long,211
147,-0.0008583179394430826,0.08242686469567538,-0.16241497274296682,0.16069833686408067,63,-0.04966945905232932,0.12493196941090966,-0.29453611909771227,0.1951972009930536,GBP_USD,14,3.0,short,210
366,-0.04434340050902674,0.05171758622470819,-0.1457098695094548,0.05702306849140132,158,0.04481030536342905,0.07786176040138441,-0.10779874502328438,0.1974193557501425,GBP_USD,21,1.5,long,524
366,0.012920675308337527,0.051771582481326815,-0.08855162635506303,0.11439297697173809,157,0.006658762085290398,0.07854609042795228,-0.14729157515349608,0.16060909932407688,GBP_USD,21,1.5,short,523
253,-0.005907291972673594,0.06221681918569773,-0.12785225757664115,0.11603767363129396,109,-0.028500338147721016,0.09403946524714575,-0.2128176900321267,0.15581701373668466,GBP_USD,21,2.0,long,362
252,0.08664777758133625,0.06199705018201275,-0.034866440775408736,0.20816199593808124,109,0.005152639425482857,0.09484549726359331,-0.18074453521116005,0.19104981406212576,GBP_USD,21,2.0,short,361
191,0.06352261623616201,0.07138596473294463,-0.07639387464040948,0.2034391071127335,82,-0.10220710865482799,0.10799751352590177,-0.31388223516559544,0.10946801785593949,GBP_USD,21,2.5,long,273
190,0.06419990234373389,0.07185085961018363,-0.07662778249222603,0.20502758717969383,82,-0.021153392942283585,0.10825617942418833,-0.2333355046136927,0.19102871872912555,GBP_USD,21,2.5,short,272
147,-0.021430724423298544,0.08202150078536104,-0.18219286596260617,0.13933141711600908,63,-0.07536713067953454,0.12432810172133617,-0.31905021005335343,0.16831594869428435,GBP_USD,21,3.0,long,210
146,-0.028059030563204117,0.08296044298143808,-0.19066149880682273,0.13454343768041452,63,-0.04966945905232932,0.12493196941090966,-0.29453611909771227,0.1951972009930536,GBP_USD,21,3.0,short,209
389,-0.024404609934418394,0.050562878101795605,-0.12350785101393778,0.07469863114510099,167,-0.017964071856287425,0.07760252806566795,-0.1700650268649966,0.13413688315242175,AUD_USD,7,1.5,long,556
388,-0.028159318198001458,0.05058575155909403,-0.12730739125382576,0.07098875485782286,167,0.04173357369350236,0.07715578654702342,-0.10949176793866353,0.19295891532566825,AUD_USD,7,1.5,short,555
259,0.016948872626073065,0.061671819372002876,-0.10392789334305258,0.1378256385951987,111,-0.039895228024326296,0.09491874635434983,-0.22593597087885195,0.14614551483019936,AUD_USD,7,2.0,long,370
258,-4.080700258683013e-05,0.06195665728155639,-0.12147585527443734,0.1213942412692637,111,0.018566315959057847,0.09490088862994565,-0.16743942575563564,0.2045720576737513,AUD_USD,7,2.0,short,369
187,0.05387869242659559,0.07258405084273571,-0.08838604722516638,0.19614343207835758,81,0.012345679012345678,0.1117948782486101,-0.20677228235493011,0.23146364037962147,AUD_USD,7,2.5,long,268
186,-0.04710414994253824,0.0732530232620533,-0.19068007553616267,0.09647177565108621,81,-0.06172839506172839,0.11159018803433746,-0.2804451636090298,0.156988373485573,AUD_USD,7,2.5,short,267
145,0.020689655172413793,0.08331549551457526,-0.14260871603615372,0.18398802638098127,63,0.06385902438797647,0.12572739922149317,-0.18256667808615015,0.31028472686210307,AUD_USD,7,3.0,long,208
144,0.0,0.0836242010007091,-0.16390343396138982,0.16390343396138982,63,-0.1111111111111111,0.1262137409437922,-0.3584900433609438,0.1362678211387216,AUD_USD,7,3.0,short,207
387,-0.0090268559805911,0.05070585302445552,-0.10841032790852392,0.09035661594734173,167,-0.029940119760479042,0.07758025728659958,-0.1819974240422142,0.12211718452125613,AUD_USD,10,1.5,long,554
387,-0.03598401927861645,0.05063780900140721,-0.13523412492137457,0.06326608636414169,166,0.03596088437840298,0.07740442682165267,-0.11575179219203627,0.18767356094884222,AUD_USD,10,1.5,short,553
258,-0.010117217014911153,0.0617952593016135,-0.13123592524607364,0.11100149121625132,111,-0.0038591919882902575,0.09499422283387288,-0.1900478687426811,0.18232948476610056,AUD_USD,10,2.0,long,369
257,0.0427605906355354,0.06201834240407688,-0.07879536047645529,0.16431654174752608,111,0.018566315959057847,0.09490088862994565,-0.16743942575563564,0.2045720576737513,AUD_USD,10,2.0,short,368
