tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,multiplier,direction,total_n
33,0.17710187526434124,0.1713061890065789,-0.15865825518855342,0.512862005717236,15,0.009974372050662546,0.2555092124673269,-0.4908236843852981,0.5107724284866232,AUD_CAD,7,2.0,long,48
30,-0.020824783655991195,0.18297605925020144,-0.379457859786386,0.3378082924744036,13,0.09996688570441611,0.2654454270975255,-0.4203061514067338,0.6202399228155661,AUD_CAD,7,2.0,short,43
30,0.16857610912731327,0.17988100867857995,-0.18399066788270343,0.52114288613733,13,-0.016363009677681263,0.27017610251411267,-0.545908170605342,0.5131821512499796,AUD_CAD,7,2.5,long,43
37,0.22295866565838052,0.16029005388553286,-0.0912098399572639,0.5371271712740249,16,-0.4725616974457537,0.22118688992970464,-0.9060880017079749,-0.03903539318353261,AUD_CAD,7,2.5,short,53
19,-0.47368421052631576,0.2075817467754251,-0.8805444342061489,-0.06682398684648261,9,-0.20394115106299907,0.32601853357143384,-0.8429374768630093,0.4350551747370113,AUD_CAD,7,3.0,long,28
16,-0.11025048419061431,0.25322277024822004,-0.6065671138771256,0.3860661454958969,8,-0.19512339489150743,0.35380890420332334,-0.8885888471300212,0.4983420573470063,AUD_CAD,7,3.0,short,24
50,0.013522982007181349,0.14155944284434,-0.26393352596772507,0.2909794899820877,22,0.6662406103591102,0.1504344638636806,0.3713890611862962,0.9610921595319242,AUD_CAD,10,1.5,long,72
45,0.1772210893612945,0.14665857139915928,-0.11022971058105768,0.46467188930364667,20,0.0315362503109539,0.2242911249585094,-0.40807435460772445,0.4711468552296323,AUD_CAD,10,1.5,short,65
31,0.1885278027007503,0.17635008717422515,-0.157118368160731,0.5341739735622316,14,0.08211539862570987,0.26329413927649853,-0.43394111435622723,0.5981719116076469,AUD_CAD,10,2.0,long,45
30,-0.020824783655990838,0.1829760592502015,-0.37945785978638574,0.3378082924744041,13,-0.12723067213194236,0.27629969679908734,-0.6687780778581536,0.4143167335942688,AUD_CAD,10,2.0,short,43
26,0.040664741300746106,0.19596030690167052,-0.3434174602265281,0.4247469428280203,12,-0.26772659381748803,0.26870325654589383,-0.79438497664744,0.2589317890124639,AUD_CAD,10,2.5,long,38
36,0.25692973970444666,0.16106237457253256,-0.058752514457717175,0.5726119938666105,16,-0.4725616974457537,0.22118688992970464,-0.9060880017079749,-0.03903539318353261,AUD_CAD,10,2.5,short,52
20,-0.4,0.2102629932151387,-0.8121154667016719,0.012115466701671795,9,0.027752069945127838,0.3344866043615953,-0.627841674603599,0.6833458144938546,AUD_CAD,10,3.0,long,29
16,-0.17885778374827685,0.24068996256119168,-0.6506101103682126,0.29289454287165884,8,-0.25,0.3659625273556999,-0.9672865536171718,0.46728655361717175,AUD_CAD,10,3.0,short,24
54,-0.11375431663466885,0.13406367149393297,-0.37651911276277744,0.14901047949343976,24,0.5982284771871664,0.15669260766256762,0.2911109661685339,0.905345988205799,AUD_CAD,14,1.5,long,78
44,0.11306702321041483,0.14976748164994547,-0.18047724082347827,0.40661128724430795,19,-0.019435525988469572,0.23023752651949878,-0.4707010779666872,0.431830025989748,AUD_CAD,14,1.5,short,63
36,0.0016469705881722585,0.16443824544644983,-0.32065199048686943,0.32394593166321395,16,0.17133769996520254,0.242115178673365,-0.30320805023459285,0.6458834501649979,AUD_CAD,14,2.0,long,52
29,-0.12499115550619741,0.18465703982503515,-0.4869189535632663,0.23693664255087146,13,-0.07692307692307693,0.28781979898261095,-0.6410498829289943,0.48720372908284054,AUD_CAD,14,2.0,short,42
24,0.0966823599482497,0.19894722919645327,-0.29325420927679874,0.48661892917329813,11,-0.38297446598271423,0.26590081167177226,-0.9041400568593878,0.13819112489395935,AUD_CAD,14,2.5,long,35
32,0.2890459571675025,0.16916753453747896,-0.04252241052595629,0.6206143248609612,15,-0.4373991439421373,0.2334517022130043,-0.8949644802796257,0.020166192395351112,AUD_CAD,14,2.5,short,47
16,-0.25,0.25,-0.74,0.24,7,-0.2622100513667131,0.36337673043527474,-0.9744284430198515,0.4500083402864254,AUD_CAD,14,3.0,long,23
12,0.05981023475317385,0.28915699360966557,-0.5069374727217707,0.6265579422281183,6,0.3333333333333333,0.421637021355784,-0.4930752285240034,1.15974189519067,AUD_CAD,14,3.0,short,18
54,0.012521279636279223,0.13620648242165873,-0.2544434259101718,0.2794859851827303,24,0.43156181052049974,0.17892686147626102,0.08086516202702815,0.7822584590139714,AUD_CAD,21,1.5,long,78
45,0.14890246242286514,0.14577925673931247,-0.13682488078618726,0.43462980563191755,20,-0.01893032633386662,0.21842308024273951,-0.44703956360963604,0.40917891094190284,AUD_CAD,21,1.5,short,65
37,-0.05826048962910137,0.1641673747895295,-0.38002854421657917,0.26350756495837646,17,0.33772959996724944,0.22360191658752968,-0.10053015654430869,0.7759893564788076,AUD_CAD,21,2.0,long,54
28,-0.13034980315790975,0.18425344501503502,-0.4914865553873784,0.23078694907155886,12,-0.3333333333333333,0.2842676218074806,-0.8904978720759953,0.22383120540932872,AUD_CAD,21,2.0,short,40
28,0.03776011692212137,0.1888539588387661,-0.33239364240186015,0.4079138762461029,13,-0.324055317369989,0.2535082864862842,-0.8209315588831061,0.17282092414312805,AUD_CAD,21,2.5,long,41
28,0.26224952692946996,0.17749238824839314,-0.0856355540373806,0.6101346078963206,13,-0.19699901224092764,0.2751479165364717,-0.7362889286524121,0.34229090417055685,AUD_CAD,21,2.5,short,41
20,-0.5,0.19867985355975656,-0.8894125129771229,-0.11058748702287713,9,-0.20394115106299907,0.32601853357143384,-0.8429374768630093,0.4350551747370113,AUD_CAD,21,3.0,long,29
14,0.05126591550271965,0.26770171290433237,-0.47342944178977175,0.575961272795211,6,-0.3333333333333333,0.421637021355784,-1.15974189519067,0.4930752285240034,AUD_CAD,21,3.0,short,20
62,-0.13919255372235767,0.12489788479114651,-0.3839924079130048,0.10560730046828948,28,0.13586646950247286,0.16976328361464685,-0.19686956638223493,0.4686025053871806,EUR_AUD,7,1.5,long,90
47,0.004595506497552584,0.14384410866958788,-0.27733894649483964,0.2865299594899448,21,0.047619047619047616,0.22335313142016333,-0.3901530899644725,0.48539118520256774,EUR_AUD,7,1.5,short,68
38,0.10526315789473684,0.16348565253108374,-0.21516872106618729,0.42569503685566096,17,-0.0034652828165817866,0.24256037928063107,-0.4788836262066186,0.4719530605734551,EUR_AUD,7,2.0,long,55
35,-0.09263991703114804,0.16621324612243782,-0.4184178794311262,0.2331380453688301,16,0.125,0.25617376914899,-0.37710058753202036,0.6271005875320204,EUR_AUD,7,2.0,short,51
25,0.07119825735612619,0.19967343912297103,-0.32016168332489703,0.46255819803714937,11,-0.18334948627519673,0.29588843654328084,-0.7632908219000272,0.39659184934963365,EUR_AUD,7,2.5,long,36
32,-0.5625,0.14849717603484108,-0.8535544650282885,-0.2714455349717115,15,0.3333333333333333,0.25197631533948484,-0.16054024473205697,0.8272069113987236,EUR_AUD,7,2.5,short,47
22,0.36363636363636365,0.20327890704543541,-0.03479029417268975,0.762063021445417,10,-0.2,0.32659863237109044,-0.8401333194473373,0.4401333194473372,EUR_AUD,7,3.0,long,32
29,0.272281520867916,0.17846086047374873,-0.0775017656606315,0.6220648073964635,13,0.23076923076923078,0.2808833628231621,-0.319762160364167,0.7813006219026286,EUR_AUD,7,3.0,short,42
58,-0.1487920401859686,0.12888182674991933,-0.40140042061581044,0.10381634024387326,26,0.1438792000054831,0.18294676484228165,-0.21469645908538892,0.5024548590963551,EUR_AUD,10,1.5,long,84
47,0.13225508096563768,0.142517854090542,-0.14707991305182463,0.41159007498309996,21,0.047619047619047616,0.22335313142016333,-0.3901530899644725,0.48539118520256774,EUR_AUD,10,1.5,short,68
40,0.11949891084757887,0.15705057894902696,-0.18832022389251402,0.4273180455876717,18,-0.05882832266010502,0.2352941176958812,-0.5200047933440322,0.4023481480238221,EUR_AUD,10,2.0,long,58
35,-0.10636308388370784,0.16411319345539538,-0.4280249430562828,0.2152987752888671,16,0.0,0.2581988897471611,-0.5060698239044358,0.5060698239044358,EUR_AUD,10,2.0,short,51
23,0.2513024536479632,0.201750746001542,-0.1441290085150591,0.6467339158109855,11,-0.2727272727272727,0.30424000964875475,-0.869037691638832,0.32358314618428663,EUR_AUD,10,2.5,long,34
32,-0.5,0.15554275420956376,-0.8048637982507449,-0.19513620174925506,14,0.2857142857142857,0.26578871697687523,-0.23523159956038975,0.8066601709889611,EUR_AUD,10,2.5,short,46
18,0.23506919539619175,0.23288716429447076,-0.22138964662097094,0.6915280374133544,8,-0.25,0.3659625273556999,-0.9672865536171718,0.46728655361717175,EUR_AUD,10,3.0,long,26
28,-0.11085128195822988,0.18781223633696134,-0.47896326517867405,0.25726070126221434,12,-0.11785897963909013,0.28874023724055653,-0.6837898446305809,0.44807188535240067,EUR_AUD,10,3.0,short,40
62,-0.04241836017397058,0.12604602521843555,-0.28946856960210426,0.2046318492541631,27,0.1755873777830578,0.17887342925073033,-0.1750045435483736,0.5261792991144892,EUR_AUD,14,1.5,long,89
56,0.20028551438187447,0.12929480353316888,-0.05313230054313656,0.4537033293068855,25,0.15975780474218318,0.1973236459778211,-0.22699654137434613,0.5465121508587125,EUR_AUD,14,1.5,short,81
39,0.1482040111257219,0.1584161792848402,-0.1622917002725649,0.4586997225240087,18,0.058895866799076976,0.235294128766541,-0.4022806255833433,0.5200723591814973,EUR_AUD,14,2.0,long,57
39,-0.09545404963922498,0.15605426593668045,-0.40132041087511866,0.21041231159666868,17,0.17647058823529413,0.24607647839237515,-0.30583930941376114,0.6587804858843495,EUR_AUD,14,2.0,short,56
25,0.2440448087066634,0.1937407141086773,-0.13568699094634412,0.623776608359671,11,-0.45454545454545453,0.2816715160878121,-1.0066216260775662,0.09753071698665722,EUR_AUD,14,2.5,long,36
33,-0.3333333333333333,0.16666666666666666,-0.6599999999999999,-0.006666666666666654,15,0.12690241906827493,0.25604819011303065,-0.3749520335532651,0.628756871689815,EUR_AUD,14,2.5,short,48
16,0.5144528448207157,0.2175277356092058,0.08809848302667239,0.940807206614759,8,0.18751991319350592,0.35276584676801614,-0.5039011464718057,0.8789409728588176,EUR_AUD,14,3.0,long,24
29,0.06538496914377806,0.1853195923460985,-0.29784143185457496,0.4286113701421311,13,-0.18571598120531396,0.27413354623379665,-0.7230177318235554,0.3515857694129275,EUR_AUD,14,3.0,short,42
65,0.09800094875713573,0.12264531272833198,-0.14238386419039495,0.33838576170466644,28,0.05663554810792352,0.17786774904909428,-0.29198524002830123,0.4052563362441483,EUR_AUD,21,1.5,long,93
55,-0.0324365671748187,0.13317837364999308,-0.2934661795288051,0.22859304517916773,24,0.3333333333333333,0.19658927487319622,-0.05198164541813127,0.718648312084798,EUR_AUD,21,1.5,short,79
39,0.1482040111257219,0.1584161792848402,-0.1622917002725649,0.4586997225240087,17,0.23883091778725796,0.23509956873844834,-0.22196423694010076,0.6996260725146166,EUR_AUD,21,2.0,long,56
39,-0.1344204383612867,0.15687491573352919,-0.4418952731990039,0.1730543964764305,18,0.1111111111111111,0.24103384202072908,-0.36131521924951787,0.58353744147174,EUR_AUD,21,2.0,short,57
27,0.07781926732098464,0.19188195884177967,-0.29826937200890347,0.45390790665087277,12,-0.6666666666666666,0.22473328748774735,-1.1071439101426515,-0.22618942319068186,EUR_AUD,21,2.5,long,39
28,-0.42857142857142855,0.17388017698576702,-0.7693765754635319,-0.08776628167932521,12,0.3333333333333333,0.2842676218074806,-0.22383120540932872,0.8904978720759953,EUR_AUD,21,2.5,short,40
15,0.3154269881786333,0.24249428086319438,-0.15986180231322766,0.7907157786704943,7,0.14285714285714285,0.40406101782088427,-0.6491024520717903,0.9348167377860761,EUR_AUD,21,3.0,long,22
27,-0.1620594359624158,0.18807767391904173,-0.5306916768437375,0.206572804918906,12,0.2154743536942432,0.2835716540201047,-0.3403260881851621,0.7712747955736484,EUR_AUD,21,3.0,short,39
46,0.19805815301282476,0.13493484875800082,-0.06641415055285688,0.4625304565785064,20,0.062014228669329555,0.2091228818304557,-0.3478666197183636,0.47189507705702266,EUR_CAD,7,1.5,long,66
52,-0.012665172061443134,0.13405354038772027,-0.2754101112213749,0.2500797670984886,23,-0.1347875201662028,0.1859775239145297,-0.499303467038681,0.22972842670627544,EUR_CAD,7,1.5,short,75
35,0.01260768619792564,0.16241714979755403,-0.30572992740528027,0.3309452998011315,16,0.42072788175634346,0.22400359639251677,-0.018319167172989426,0.8597749306856763,EUR_CAD,7,2.0,long,51
30,0.11259076617121118,0.17921968499978697,-0.23867981642837127,0.4638613487707936,14,0.12626574201080815,0.24859356639395658,-0.36097764812134675,0.6135091321429631,EUR_CAD,7,2.0,short,44
37,-0.08380499307507913,0.15364537620237517,-0.3849499304317344,0.2173399442815762,17,0.45056884196181374,0.2157801808411043,0.0276396875132493,0.8734979964103782,EUR_CAD,7,2.5,long,54
24,0.3756540399891863,0.17873029468133578,0.025342662413768147,0.7259654175646044,11,-0.08618686516862455,0.2798232665250772,-0.6346404675577758,0.46226673722052675,EUR_CAD,7,2.5,short,35
21,-0.11977648848310289,0.2180228580667162,-0.5471012902938667,0.30754831332766086,9,0.021493771055575157,0.3340255878002471,-0.6331963810329092,0.6761839231440595,EUR_CAD,7,3.0,long,30
23,0.1634027935290048,0.196497958024135,-0.2217332041982998,0.5485387912563094,10,-0.2843556070291967,0.25432875164239227,-0.7828399602482856,0.21412874618989214,EUR_CAD,7,3.0,short,33
49,0.22769731509893698,0.13195155118330132,-0.0309277252203336,0.48632235541820756,21,0.23962508027612545,0.19230881368132868,-0.13730019453927877,0.6165503550915297,EUR_CAD,10,1.5,long,70
52,-0.10963056171223141,0.13458913546305343,-0.3734252672198161,0.15416414379535331,23,0.03912552331205808,0.1879996295751259,-0.3293537506551886,0.4076047972793048,EUR_CAD,10,1.5,short,75
35,-0.05244257884326038,0.15782673014852677,-0.3617829699343728,0.2568978122478521,15,0.515443073873433,0.21700992361510466,0.09010362358782792,0.9407825241590382,EUR_CAD,10,2.0,long,50
33,0.011446151064737413,0.17221845717149575,-0.3261020249913943,0.3489943271208691,15,0.20686434608950977,0.24286763725571767,-0.26915622293169683,0.6828849151107164,EUR_CAD,10,2.0,short,48
32,-0.3283786904218926,0.15906064648775142,-0.6401375575378854,-0.01661982330589984,14,0.4885877944288714,0.22780915115366296,0.042081858167692,0.9350937306900509,EUR_CAD,10,2.5,long,46
25,0.32062787838961887,0.18004675847764842,-0.03226376822657201,0.6735195250058097,11,0.19632683993708974,0.29544241296329654,-0.3827402894709715,0.775393969345151,EUR_CAD,10,2.5,short,36
18,0.1380385412141577,0.23516478049989126,-0.32288442856562916,0.5989615109939446,8,0.25,0.3659625273556999,-0.46728655361717175,0.9672865536171718,EUR_CAD,10,3.0,long,26
21,0.178964964341291,0.20400108361429586,-0.2208771595427289,0.5788070882253109,10,-0.2843556070291967,0.25432875164239227,-0.7828399602482856,0.21412874618989214,EUR_CAD,10,3.0,short,31
50,0.17892636287116573,0.13377782003689007,-0.0832781644011388,0.4411308901434703,22,0.26040145417704524,0.18772091888317854,-0.10753154683398469,0.6283344551880752,EUR_CAD,14,1.5,long,72
51,-0.09217233743207909,0.13609490666907076,-0.35891835450345777,0.1745736796392996,23,0.12692697764227834,0.18621507209629914,-0.238054563666468,0.49190851895102466,EUR_CAD,14,1.5,short,74
37,-0.045728457952095465,0.15439883546433494,-0.34835017546219194,0.256893259558001,17,0.21755618220863088,0.22136534302902153,-0.2163198901282513,0.6514322545455131,EUR_CAD,14,2.0,long,54
35,0.010792085289609574,0.16733290694285782,-0.3171804123183918,0.3387645828976109,15,0.10209841447041584,0.24101882910946693,-0.37029849058413933,0.574495319524971,EUR_CAD,14,2.0,short,50
30,-0.2534644491868955,0.16480703722962683,-0.5764862421569641,0.06955734378317313,14,0.34573065157172855,0.2471140301981812,-0.1386128476167066,0.8300741507601637,EUR_CAD,14,2.5,long,44
26,0.21703266001349522,0.1845007357368347,-0.14458878203070077,0.5786541020576912,12,0.4299662699423323,0.25830183660805284,-0.07630532980945132,0.9362378696941158,EUR_CAD,14,2.5,short,38
20,0.3807843068086205,0.2011988135678252,-0.013565367784316884,0.7751339814015579,9,0.222297574777993,0.3239353192071645,-0.41261565086804947,0.8572108004240355,EUR_CAD,14,3.0,long,29
20,0.2536592444077729,0.20354678965099715,-0.14529246330818152,0.6526109521237273,9,-0.42706178558799635,0.2353668958061054,-0.8883809013679629,0.03425733019197025,EUR_CAD,14,3.0,short,29
48,0.14471496132413095,0.1371601757880295,-0.12411898322040685,0.41354890586866877,21,0.2910660075156982,0.19487430618568896,-0.09088763260825211,0.6730196476396486,EUR_CAD,21,1.5,long,69
51,-0.09542222743785192,0.13561123776351508,-0.3612202534543415,0.17037579857863763,23,0.07389120679239035,0.19246026955032453,-0.3033309215262457,0.4511133351110264,EUR_CAD,21,1.5,short,74
34,0.07867575576701419,0.15720734472838496,-0.2294506399006203,0.3868021514346487,15,0.2903939807433785,0.23655328378145932,-0.17325045546828172,0.7540384169550387,EUR_CAD,21,2.0,long,49
37,0.11831683743611718,0.16165082386749186,-0.19851877734416687,0.4351524522164012,17,-0.1238494842280563,0.22299216130928845,-0.5609141203942616,0.31321515193814903,EUR_CAD,21,2.0,short,54
29,-0.2589006239138125,0.1704986620959637,-0.5930780016219014,0.07527675379427634,13,0.2954022401541692,0.26131933353491965,-0.21678365357427326,0.8075881338826116,EUR_CAD,21,2.5,long,42
28,0.27295889858395983,0.1754240434723272,-0.07087222662180148,0.6167900237897211,13,0.4738150184083067,0.24161531605687794,0.0002489989368259504,0.9473810378797874,EUR_CAD,21,2.5,short,41
21,0.10147582830083673,0.21712907500385734,-0.3240971587067236,0.5270488153083971,10,0.0,0.3333333333333333,-0.6533333333333333,0.6533333333333333,EUR_CAD,21,3.0,long,31
19,0.37518781468330786,0.20486147932495877,-0.02634068479361129,0.776716314160227,9,-0.20483956336577414,0.2700933003428962,-0.7342224320378506,0.3245433053063024,EUR_CAD,21,3.0,short,28
62,0.029489537767007825,0.09611682332425765,-0.15889943594853717,0.21787851148255283,28,-0.08191856449187741,0.16980472060107846,-0.41473581686999117,0.25089868788623637,EUR_CHF,7,1.5,long,90
41,0.17053457614705841,0.13542586366213724,-0.09490011663073056,0.4359692689248474,18,0.23900211506494223,0.20962928834567013,-0.17187129009257124,0.6498755202224558,EUR_CHF,7,1.5,short,59
40,0.1495169117696455,0.11565708320448753,-0.07717097131115008,0.37620479485044106,18,0.19171986183642162,0.16710299718926402,-0.13580201265453587,0.5192417363273791,EUR_CHF,7,2.0,long,58
37,0.09286212361892443,0.13370040478863318,-0.1691906697667966,0.35491491700464545,16,0.30745182919953923,0.19184933366974186,-0.06857286479315478,0.6834765231922333,EUR_CHF,7,2.0,short,53
28,0.18741451972859727,0.14978963390454778,-0.10617316272431634,0.4810022021815109,13,-0.12983863852835242,0.230147270453341,-0.5809272886169008,0.3212500115601959,EUR_CHF,7,2.5,long,41
23,-0.1308088780941899,0.15624412924034228,-0.4370473714052608,0.175429615216881,10,0.16086752301158222,0.2767423699273992,-0.3815475220461202,0.7032825680692847,EUR_CHF,7,2.5,short,33
20,0.11749938298781393,0.19938202932889887,-0.2732893944968279,0.5082881604724557,9,-0.1628965015259284,0.3023733605023439,-0.7555482881105224,0.42975528505866567,EUR_CHF,7,3.0,long,29
16,-0.03263173673433398,0.19784191714329175,-0.4204018943351858,0.3551384208665178,8,0.03132761616441626,0.36727076512586776,-0.6885230834822845,0.751178315811117,EUR_CHF,7,3.0,short,24
61,-0.030987561372700555,0.10016646760771325,-0.22731383788381854,0.1653387151384174,27,-0.11899117167453109,0.1672048200883917,-0.4467126190477788,0.2087302756987166,EUR_CHF,10,1.5,long,88
42,0.05879052399310202,0.13717023163944836,-0.21006313002021676,0.3276441780064208,19,0.3034612367677785,0.2054656546305047,-0.09925144630801075,0.7061739198435677,EUR_CHF,10,1.5,short,61
36,-0.056023912137889514,0.13217554241942117,-0.315087975279955,0.20304015100417597,16,0.21568484456597434,0.16408663658907405,-0.1059249631486108,0.5372946522805595,EUR_CHF,10,2.0,long,52
40,0.0847159616101758,0.12713466224797382,-0.16446797639585287,0.3338998996162045,18,0.27329051484403427,0.18961198233410848,-0.09834897053081831,0.6449300002188869,EUR_CHF,10,2.0,short,58
28,0.19581174324748157,0.13705683754695852,-0.07281965834455711,0.46444314483952026,13,-0.08223916255928043,0.24349070924047844,-0.5594809526706181,0.3950026275520573,EUR_CHF,10,2.5,long,41
25,-0.10228531655348722,0.14432758965759265,-0.3851673922823688,0.18059675917539436,11,0.21658558114141863,0.2632453113378183,-0.2993752290807053,0.7325463913635426,EUR_CHF,10,2.5,short,36
21,-0.018936183432409298,0.18358047865479815,-0.37875392159581367,0.340881554730995,10,-0.3750023967091451,0.2754763361419479,-0.9149360155473629,0.1649312221290728,EUR_CHF,10,3.0,long,31
20,0.001355936569594296,0.18140275225235306,-0.35419345784501766,0.3569053309842063,9,-0.0315208116961601,0.3041727318507462,-0.6276993661236226,0.5646577427313025,EUR_CHF,10,3.0,short,29
60,-0.09423147635361524,0.0984392582684512,-0.2871724225597796,0.0987094698525491,26,0.021846496649886624,0.16679666231559262,-0.3050749614886749,0.3487679547884482,EUR_CHF,14,1.5,long,86
42,0.180666081587771,0.1321922015841605,-0.07843063351718357,0.43976279669272555,18,0.37587574992154393,0.20327801837579845,-0.022549166095021,0.7743006659381089,EUR_CHF,14,1.5,short,60
39,0.057353600759780805,0.12945117886372087,-0.1963707098131121,0.3110779113326737,17,0.1605548023355077,0.18451997048952465,-0.20110433982396062,0.522213944494976,EUR_CHF,14,2.0,long,56
36,0.07476974267702557,0.13724562133981533,-0.19423167514901246,0.3437711605030636,16,0.37567353602460235,0.19450187954325798,-0.005550147880183265,0.756897219929388,EUR_CHF,14,2.0,short,52
27,0.3139122889248452,0.13861731294409702,0.04222235555441506,0.5856022222952753,12,-0.0057590927725538095,0.25130582913943217,-0.49831851788584086,0.4868003323407332,EUR_CHF,14,2.5,long,39
28,-0.01906317399501203,0.13995182913802234,-0.2933687591055358,0.25524241111551177,13,0.22782883058304043,0.21222888457481673,-0.18813978318360036,0.6437974443496812,EUR_CHF,14,2.5,short,41
21,0.029947930390868314,0.1994660899143179,-0.3610056058411948,0.4209014666229314,9,0.3611084481009499,0.2901753117955012,-0.20763516301823248,0.9298520592201323,EUR_CHF,14,3.0,long,30
19,0.03235119664315935,0.19760956237867308,-0.3549635456190399,0.4196659389053586,9,-0.04798359197950279,0.29756788942364276,-0.6312166552498426,0.5352494712908371,EUR_CHF,14,3.0,short,28
53,-0.04716074235600631,0.105525318540894,-0.25399036669615854,0.15966888198414592,24,-0.09694391589531143,0.17641204808522934,-0.4427115301423609,0.24882369835173807,EUR_CHF,21,1.5,long,77
42,0.1917288363527981,0.1327490926350574,-0.06845938521191439,0.4519170579175106,19,0.3680159633138954,0.1924423284076628,-0.009171000365123638,0.7452029269929145,EUR_CHF,21,1.5,short,61
39,-0.01064953837246089,0.12821127610623448,-0.2619436395406805,0.24064456279575872,18,0.12468489886584105,0.1911781213114389,-0.2500242189045792,0.4993940166362613,EUR_CHF,21,2.0,long,57
30,0.22508829936760552,0.14886200560517693,-0.06668123161854125,0.5168578303537523,13,0.25431484572049123,0.2567653356105795,-0.24894521207624465,0.7575749035172271,EUR_CHF,21,2.0,short,43
25,0.08871592178069188,0.15713216499383204,-0.2192631216072189,0.39669496516860264,11,0.18079039590340412,0.26924017215703105,-0.34692034152437673,0.708501133331185,EUR_CHF,21,2.5,long,36
27,-0.05389042582754552,0.1444048143684392,-0.3369238619896863,0.2291430103345953,12,0.3421874196687011,0.2463469187456248,-0.1406525410727235,0.8250273804101257,EUR_CHF,21,2.5,short,39
23,0.04414617248434275,0.1862321396461632,-0.3208688212221371,0.40916116619082266,10,-0.23611549888161662,0.2888315769149448,-0.8022253896349085,0.32999439187167523,EUR_CHF,21,3.0,long,33
16,0.07760858716254423,0.21375161822941316,-0.3413445845671056,0.496561758892194,8,-0.31645060641364553,0.3220433287121559,-0.9476555306894711,0.31475431786218,EUR_CHF,21,3.0,short,24
54,0.14844687304909754,0.13357791276411043,-0.11336583596855893,0.410259582066754,24,0.2318445633165146,0.1929153461635904,-0.14626951516412262,0.6099586417971519,EUR_NZD,7,1.5,long,78
46,0.017799075568677717,0.1430694407426077,-0.26261702828683336,0.2982151794241888,20,0.24374257255242346,0.19408439197992722,-0.13666283572823387,0.6241479808330808,EUR_NZD,7,1.5,short,66
42,0.05106265603209638,0.14844712436188987,-0.23989370771720775,0.3420190197814005,18,-0.03504797060621848,0.23649228104913692,-0.49857284146252684,0.42847690025008983,EUR_NZD,7,2.0,long,60
36,0.2777777777777778,0.1623787025244065,-0.04048447917005893,0.5960400347256145,16,-0.2877976059653307,0.23518884270263962,-0.7487677376625044,0.17317252573184294,EUR_NZD,7,2.0,short,52
22,0.042375607771526894,0.21046053594585615,-0.37012704268235114,0.4548782582254049,10,0.010568381363171429,0.2993420413105929,-0.5761420196055906,0.5972787823319334,EUR_NZD,7,2.5,long,32
26,0.06335156592555771,0.192816617901151,-0.3145690051606983,0.44127213701181367,12,0.8271017119939947,0.11813762434668326,0.5955519682744955,1.0586514557134938,EUR_NZD,7,2.5,short,38
12,0.3333333333333333,0.2842676218074806,-0.22383120540932872,0.8904978720759953,6,-0.7513075484796969,0.14526780717661744,-1.0360324505458671,-0.46658264641352676,EUR_NZD,7,3.0,long,18
21,-0.3333333333333333,0.21081851067789195,-0.7465376142620015,0.07987094759533492,9,-0.11111111111111234,0.35136418446315276,-0.7997849126588917,0.577562690436667,EUR_NZD,7,3.0,short,30
52,0.10184228774373379,0.13483165469419023,-0.1624277554568791,0.36611233094434664,23,0.17267087917682172,0.2036326715256559,-0.2264491570134638,0.5717909153671072,EUR_NZD,10,1.5,long,75
44,0.2536723527787886,0.14130409785592885,-0.023283679018831938,0.530628384576409,20,-0.027808789856242983,0.2118886366367941,-0.44311051766435944,0.3874929379518735,EUR_NZD,10,1.5,short,64
44,0.003287080757910187,0.14550337660011786,-0.28189953737832085,0.2884736988941412,19,-0.2243046717196231,0.2236891263000709,-0.6627353592677621,0.21412601582851587,EUR_NZD,10,2.0,long,63
35,0.2,0.16803361008336118,-0.1293458757633879,0.529345875763388,15,0.026349220303647235,0.2543912920273705,-0.4722577120699989,0.5249561526772933,EUR_NZD,10,2.0,short,50
18,-0.019369709561322432,0.23857897162176536,-0.48698449393998255,0.44824507481733766,8,0.2632104767039643,0.3137158649362707,-0.35167261857112625,0.8780935719790548,EUR_NZD,10,2.5,long,26
23,0.2391788968165136,0.20339575749225244,-0.15947678786830116,0.6378345815013284,11,0.5562309869074311,0.24514800568007006,0.07574089577449383,1.0367210780403684,EUR_NZD,10,2.5,short,34
15,0.2,0.26186146828319085,-0.313248477835054,0.7132484778350541,7,-0.786835041554026,0.12781074086238378,-1.0373440936442981,-0.5363259894637538,EUR_NZD,10,3.0,long,22
22,-0.45454545454545453,0.19437181229994505,-0.8355142066533467,-0.07357670243756226,10,-1.121325254871408e-15,0.333333333333333,-0.6533333333333338,0.6533333333333315,EUR_NZD,10,3.0,short,32
54,0.16363206151221757,0.13180179863461025,-0.0946994638116185,0.4219635868360536,24,0.15789686105605952,0.19552241418326438,-0.22532707074313865,0.5411207928552577,EUR_NZD,14,1.5,long,78
47,0.07911691184398409,0.1425193840670677,-0.20022108092746863,0.35845490461543683,21,0.05777940484905667,0.2015372532171205,-0.33723361145649944,0.4527924211546128,EUR_NZD,14,1.5,short,68
37,0.04499753636702384,0.15918192895547312,-0.26699904438570343,0.35699411711975115,17,-0.015399338980755217,0.24302400921063108,-0.49172639703359217,0.4609277190720817,EUR_NZD,14,2.0,long,54
