tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,multiplier,direction,total_n
46,0.16209975256713047,0.1457941139746473,-0.12365671082317828,0.4478562159574392,20,0.3,0.21884866196096617,-0.1289433774434937,0.7289433774434937,EUR_USD,14,1.5,long,66
50,-0.015116675613634011,0.13873743088892065,-0.2870420401559185,0.2568086889286505,22,0.027206039412238366,0.21076627592982286,-0.3858958614102144,0.44030794023469116,EUR_USD,14,1.5,short,72
39,0.19766071514323313,0.15706719890312373,-0.11019099470688937,0.5055124249933556,18,0.1756094781537331,0.2320047268050799,-0.2791197863842235,0.6303387426916898,EUR_USD,14,2.0,long,57
36,-0.3192600318606078,0.15829958130323046,-0.6295272112149395,-0.008992852506276128,16,0.0,0.2581988897471611,-0.5060698239044358,0.5060698239044358,EUR_USD,14,2.0,short,52
25,-0.07649567149879795,0.19767512992345204,-0.4639389261487639,0.31094758315116805,12,0.0,0.30151134457776363,-0.5909622353724167,0.5909622353724167,EUR_USD,14,2.5,long,37
22,-0.1208539774239264,0.20755746724235613,-0.5276666132189445,0.28595865837109163,10,0.1577973087595314,0.31771848096960426,-0.464930913940893,0.7805255314599557,EUR_USD,14,2.5,short,32
22,0.043668376652662856,0.21299549695706507,-0.37380279738318467,0.4611395506885104,10,0.4,0.3055050463303893,-0.19878989080756293,0.998789890807563,EUR_USD,14,3.0,long,32
21,-0.10804034129981216,0.2172728796492434,-0.5338951854123293,0.3178145028127049,9,0.06421923195503491,0.3394631362372145,-0.6011285150699056,0.7295669789799754,EUR_USD,14,3.0,short,30
46,0.11862149169756524,0.14672134106864157,-0.16895233679697225,0.40619532019210275,21,0.14285714285714285,0.2213133340689953,-0.29091699191808795,0.5766312776323737,EUR_USD,21,1.5,long,67
49,-0.03583334246289185,0.14001076760792847,-0.3102544469744316,0.23858776204864793,22,0.11811513032132925,0.20926855257408752,-0.2920512327238823,0.5282814933665407,EUR_USD,21,1.5,short,71
33,0.2335990269874573,0.1693460446094005,-0.0983192204469677,0.5655172744218823,15,0.14406470711781305,0.255553479061474,-0.35682011184267604,0.6449495260783021,EUR_USD,21,2.0,long,48
